# Time-averaged data for fix avg_press
# TimeStep c_thermo_press
201000 39.4086
202000 39.2641
203000 40.3115
204000 40.1599
205000 40.8805
206000 43.9464
207000 42.3292
208000 42.1699
209000 40.2858
210000 44.4204
211000 40.2072
212000 41.9429
213000 40.4626
214000 39.2358
215000 40.0648
216000 40.5318
217000 40.859
218000 46.367
219000 39.7404
220000 41.6985
221000 43.5318
222000 41.8901
223000 39.8643
224000 44.3172
225000 40.068
226000 40.962
227000 43.4153
228000 40.9631
229000 41.89
230000 44.1137
231000 39.5705
232000 35.5869
233000 39.3843
234000 41.0837
235000 40.0627
236000 42.4608
237000 39.9247
238000 43.0828
239000 41.118
240000 43.0629
241000 42.3215
242000 43.4478
243000 41.945
244000 43.4659
245000 40.6753
246000 41.7372
247000 41.7859
248000 40.5432
249000 39.8023
250000 43.0659
251000 41.8467
252000 43.034
253000 40.5435
254000 41.7478
255000 39.5247
256000 41.8593
257000 43.2716
258000 40.3983
259000 39.2325
260000 43.6148
261000 40.7102
262000 44.4333
263000 41.1239
264000 44.3481
265000 40.2805
266000 44.2887
267000 40.9259
268000 44.079
269000 40.7814
270000 40.4262
271000 41.0123
272000 42.6407
273000 41.5737
274000 43.7835
275000 40.9287
276000 42.2073
277000 41.7822
278000 43.5789
279000 43.2884
280000 43.0566
281000 38.7169
282000 39.1737
283000 39.3913
284000 44.1772
285000 39.961
286000 36.4512
287000 40.3137
288000 45.868
289000 39.0502
290000 41.0695
291000 39.4103
292000 43.5412
293000 42.0052
294000 42.521
295000 40.7206
296000 42.7591
297000 41.903
298000 44.2098
299000 39.7125
300000 40.3951
301000 39.6834
302000 39.2223
303000 38.1204
304000 44.205
305000 40.3964
306000 42.9311
307000 43.7067
308000 40.1787
309000 40.1834
310000 44.2669
311000 40.101
312000 44.5249
313000 41.447
314000 40.4116
315000 39.6081
316000 43.5709
317000 41.058
318000 41.2821
319000 43.518
320000 39.9706
321000 40.1282
322000 43.793
323000 40.7886
