# Time-averaged data for fix avg_press
# TimeStep c_thermo_press
201000 2185.75
202000 2552.83
203000 2569.99
204000 2590.36
205000 2509.36
206000 2604.18
207000 2587.73
208000 2528.95
209000 2538.5
210000 2652.13
211000 2594.28
212000 2578.02
213000 2561.82
214000 2516.77
215000 2552.25
216000 2619.76
217000 2495.38
218000 2543.91
219000 2549.58
220000 2587.3
221000 2517.19
222000 2592.86
223000 2504.49
224000 2542.34
225000 2516.8
226000 2642.33
227000 2498.27
228000 2546.24
229000 2557.63
230000 2551.55
231000 2466.79
232000 2537.71
233000 2584.4
234000 2471.09
235000 2528.24
236000 2575.18
237000 2565.14
238000 2503.77
239000 2507.94
240000 2545.44
241000 2547.46
242000 2547.29
243000 2476.25
244000 2550.21
245000 2557.96
246000 2562.26
247000 2537.33
248000 2586.55
249000 2575.66
250000 2599.89
251000 2624.28
252000 2427.05
253000 2558.21
254000 2501.97
255000 2451.78
256000 2481.87
257000 2464.84
258000 2472.4
259000 2500.28
260000 2535.89
261000 2403.4
262000 2409.64
263000 2439.99
264000 2549.62
265000 2470.17
266000 2362.19
267000 2344.2
268000 2416.56
269000 2487.64
270000 2508.47
271000 2402.74
272000 2546.89
273000 2369.87
274000 2494.31
275000 2475.8
276000 2488.91
277000 2419.74
278000 2486.19
279000 2398.66
280000 2486.85
281000 2518.14
282000 2523.22
283000 2395.61
284000 2411.3
285000 2494.55
286000 2433.66
287000 2436.24
288000 2431.31
289000 2501.57
290000 2434.77
291000 2462.58
292000 2387.4
293000 2429.47
294000 2386.77
295000 2400.67
296000 2455.56
297000 2339.52
298000 2384.92
299000 2428.91
300000 2348.23
301000 2400.84
302000 2421.83
303000 2275.52
304000 2367.99
305000 2376.99
306000 2369.66
307000 2397.21
308000 2365.94
309000 2310.79
310000 2441.25
311000 2339.88
312000 2384.91
313000 2352.56
314000 2385.23
315000 2309.63
316000 2343.26
317000 2393.11
318000 2378.14
319000 2310.05
320000 2302.88
321000 2323.75
322000 2286.49
323000 2373.6
324000 2383.48
325000 2287.68
326000 2328.97
327000 2383.51
328000 2301.92
329000 2378.52
330000 2421.28
331000 2339.61
332000 2273.65
333000 2333.64
334000 2340.78
335000 2311.91
336000 2342.25
337000 2323.37
338000 2374.77
339000 2381.81
340000 2395.54
341000 2487.8
342000 2310.56
343000 2371.29
344000 2300.15
345000 2340.99
346000 2378.74
347000 2369.37
348000 2301.35
349000 2293.76
350000 2355.15
351000 2366.95
352000 2345.16
353000 2295.12
354000 2338.72
355000 2277.06
356000 2359.24
357000 2270.07
358000 2372.09
359000 2401.27
360000 2339.12
361000 2337.53
362000 2423.76
363000 2269.4
364000 2327.17
365000 2223.35
366000 2311.69
367000 2281.33
368000 2316.4
369000 2380.26
370000 2327.78
371000 2330.13
372000 2278.42
373000 2351.24
374000 2301.59
375000 2287.84
376000 2276.2
377000 2259.92
378000 2349.54
379000 2350.69
380000 2229.55
381000 2235.32
382000 2321.63
383000 2350.79
384000 2377.86
385000 2298.49
386000 2381.6
387000 2383.05
388000 2303.88
389000 2232.51
390000 2359.06
391000 2257.26
392000 2328.5
393000 2349.27
394000 2244.33
395000 2266.44
396000 2261.75
397000 2208.42
398000 2276.79
399000 2308.83
400000 2289.76
401000 2343.07
402000 2346.01
403000 2261.72
404000 2262.21
405000 2241.8
406000 2242.29
407000 2244.63
408000 2265.12
409000 2311.08
410000 2306.77
411000 2269.3
412000 2301.14
413000 2302.48
414000 2262.11
415000 2310.14
416000 2286.06
417000 2280.61
418000 2335.73
419000 2290.1
420000 2371.26
421000 2262.13
422000 2315.69
423000 2242.9
424000 2222.41
425000 2289.71
426000 2266.67
427000 2231.24
428000 2270.64
429000 2249.95
430000 2213
431000 2318.92
432000 2219.02
433000 2234.71
434000 2353.47
435000 2222.59
436000 2308.29
437000 2174.85
438000 2222.46
439000 2277.95
440000 2327.9
441000 2294
442000 2296.26
443000 2243.86
444000 2280.44
445000 2251.47
446000 2272.39
447000 2282.41
448000 2208.45
449000 2167.41
450000 2301.62
451000 2215.18
452000 2257.86
453000 2355.24
454000 2334.3
455000 2270.75
456000 2251.8
457000 2246.88
458000 2206.44
459000 2204.4
460000 2259.34
461000 2199.1
462000 2239.74
463000 2209.27
