# Time-averaged data for fix avg_press
# TimeStep c_thermo_press
201000 2140.73
202000 2384.29
203000 2542.17
204000 2509.57
205000 2464.82
206000 2511.38
207000 2400.41
208000 2467.14
209000 2414.15
210000 2446.33
211000 2411.87
212000 2545.75
213000 2465.08
214000 2465.8
215000 2504.67
216000 2552.48
217000 2506.02
218000 2420.17
219000 2409.65
220000 2421.51
221000 2412.12
222000 2461.63
223000 2443.43
224000 2423.95
225000 2406.51
226000 2425.68
227000 2368.33
228000 2311.6
229000 2302.89
230000 2375.37
231000 2372.31
232000 2237.69
233000 2380.83
234000 2329.02
235000 2321.41
236000 2398.24
237000 2442.85
238000 2419.82
239000 2325.24
240000 2350.52
241000 2299.3
242000 2291.47
243000 2313.52
244000 2334.22
245000 2347.55
246000 2330.93
247000 2289.06
248000 2301.16
249000 2345.75
250000 2288.74
251000 2235.01
252000 2278.2
253000 2251.87
254000 2306.65
255000 2225.13
256000 2195.32
257000 2287.61
258000 2286.01
259000 2221.24
260000 2190.03
261000 2232.25
262000 2216.44
263000 2185.73
264000 2114.78
265000 2276.41
266000 2202.58
267000 2181.14
268000 2168.88
269000 2173.13
270000 2243.03
271000 2168.89
272000 2221.61
273000 2135.85
274000 2184.37
275000 2148.91
276000 2225.26
277000 2200.82
278000 2254.29
279000 2156.01
280000 2182.58
281000 2154.47
282000 2112.52
283000 2068.74
284000 2189.24
285000 2212.2
286000 2156.63
287000 2183.43
288000 2122.03
289000 2196.99
290000 2120.65
291000 2112.78
292000 2173.53
293000 2166.36
294000 2125.96
295000 2078.04
296000 2141.46
297000 2170.7
298000 2122.47
299000 2071.44
300000 2117.68
301000 2149.99
302000 2070.02
303000 2055.59
304000 2042.15
305000 2056.51
306000 2131.93
307000 2114.96
308000 2123.56
309000 2077.88
310000 2005.09
311000 2066.28
312000 2105.79
313000 2117.15
314000 2022.46
315000 2013.69
316000 2178.67
317000 2092.24
318000 2088.52
319000 2094.63
320000 1995.76
321000 2087.29
322000 2083.65
323000 1967.24
324000 2029.29
325000 2004.34
326000 2014.18
327000 1977.25
328000 2031.34
329000 2069.96
330000 1992.67
331000 1965.06
332000 2086.9
333000 2085.46
334000 2067.21
335000 1995.4
336000 2058.02
337000 1951.84
338000 1979.7
339000 1985.56
340000 1992.42
341000 2019.92
342000 1999.29
343000 2013.19
344000 1949.35
345000 1940.39
346000 2075.76
347000 2034.96
348000 2079.56
349000 1974.49
350000 2010.51
351000 2036.01
352000 2034.58
353000 2022.02
354000 1992.62
355000 1947.79
356000 1953.94
357000 1946.15
358000 2010.35
359000 1972.13
360000 2005.21
361000 1971.78
362000 2022.37
363000 1979.54
364000 1977.72
365000 1972.9
366000 2068.84
367000 1940.48
368000 1977.02
369000 1915.82
370000 1949.71
371000 1982.95
372000 1933.71
373000 1946.03
374000 1985.85
375000 1995.93
376000 1972.77
377000 1975.24
378000 2022.49
379000 1950.5
380000 1991.02
381000 1901.54
382000 1943.89
383000 2047.11
384000 1969.26
385000 2054.85
386000 2004.08
387000 1987.93
388000 1968.82
389000 1973.65
390000 2024.55
391000 1953.27
