# Time-averaged data for fix avg_press
# TimeStep c_thermo_press
201000 2489.81
202000 2709.73
203000 2661.35
204000 2647.33
205000 2683.79
206000 2703.82
207000 2682.88
208000 2724.01
209000 2654.3
210000 2623.47
211000 2706.47
212000 2769.89
213000 2670.58
214000 2719.05
215000 2806.08
216000 2719.82
217000 2654.07
218000 2719.02
219000 2660.22
220000 2734.45
221000 2657.67
222000 2713.51
223000 2776.08
224000 2697.89
225000 2763.27
226000 2634.95
227000 2747.55
228000 2734.34
229000 2672.95
230000 2658.83
231000 2683.4
232000 2690.93
233000 2640.65
234000 2662.03
235000 2689.61
236000 2709.44
237000 2725.81
238000 2759.71
239000 2589.44
240000 2622.6
241000 2704.69
242000 2754.21
243000 2622.86
244000 2728.2
245000 2776.97
246000 2777.91
247000 2714.82
248000 2821.88
249000 2725.71
250000 2698.36
251000 2763.18
252000 2695.84
253000 2762.45
254000 2746.07
255000 2773.5
256000 2833.84
257000 2721.85
258000 2741.78
259000 2769.31
260000 2708.78
261000 2681.01
262000 2767.42
263000 2693.04
264000 2742.91
265000 2755.28
266000 2688.97
267000 2742.39
268000 2689.11
269000 2726.39
270000 2730.41
271000 2765.18
272000 2777.02
273000 2743.23
274000 2754.72
275000 2708.03
276000 2709.22
277000 2855.4
278000 2783.43
279000 2787.53
280000 2751.67
281000 2668.64
282000 2764.12
283000 2754.23
284000 2741.52
285000 2691.34
286000 2685.69
287000 2721.24
288000 2761.49
289000 2780.38
290000 2777.76
291000 2699.07
292000 2730.15
293000 2749.64
294000 2746.56
295000 2793.08
296000 2807.1
297000 2797.01
298000 2784.03
299000 2767.02
300000 2806.49
301000 2658.38
302000 2717.26
303000 2708.9
304000 2782.16
305000 2737.74
306000 2714.95
307000 2779.97
308000 2755.27
309000 2709.56
310000 2811.35
311000 2743
312000 2727.89
313000 2766.99
314000 2758.12
315000 2749.98
316000 2666.16
317000 2694.39
318000 2753.66
319000 2792.28
320000 2801.18
321000 2741.53
322000 2644.56
323000 2727.58
324000 2691.91
325000 2707.36
326000 2629.01
327000 2702.33
328000 2740.64
329000 2759.47
330000 2657.87
331000 2665.79
332000 2719.51
333000 2682.73
334000 2733.09
335000 2761.22
336000 2724.32
337000 2783.39
338000 2724.53
339000 2707.77
340000 2719.11
341000 2662.92
342000 2711.52
343000 2684.91
344000 2685.79
345000 2621.91
346000 2542.28
347000 2677.62
348000 2710.28
349000 2688.71
350000 2608.74
351000 2696.26
352000 2652.4
353000 2717.48
354000 2617.99
355000 2742.7
356000 2780.21
357000 2730.76
358000 2686.94
359000 2783.89
360000 2693.99
361000 2621.91
362000 2576.3
363000 2644.03
364000 2713.36
365000 2643.08
366000 2689.16
367000 2702.94
368000 2738.4
369000 2661.74
370000 2715.45
371000 2687.71
372000 2685.71
373000 2642.09
374000 2696.99
375000 2646.39
376000 2610.64
377000 2577.27
378000 2699.62
379000 2740.29
380000 2731.59
381000 2725.97
382000 2671.64
383000 2629.02
384000 2730.92
385000 2757.36
386000 2646.75
387000 2727.24
388000 2671.47
389000 2631.25
390000 2702.24
391000 2659.12
392000 2720.34
393000 2705.99
394000 2724.16
395000 2643.83
396000 2679.13
397000 2696.03
398000 2796.95
399000 2671.6
400000 2720.65
401000 2745.76
402000 2696.21
403000 2699.8
404000 2694.56
405000 2671.94
406000 2706.49
407000 2581.51
408000 2664.59
409000 2682.26
410000 2661.52
411000 2704.85
412000 2743.69
413000 2733.1
414000 2650.35
415000 2759.58
416000 2704.08
417000 2770.25
418000 2637.16
419000 2672.75
420000 2779.44
421000 2675.65
422000 2700.76
423000 2712.92
424000 2698.73
425000 2830.82
426000 2674.79
427000 2802.82
428000 2773.14
429000 2669.42
430000 2722.26
431000 2816.6
432000 2768.22
433000 2738.58
434000 2747.29
435000 2682.89
436000 2663.31
437000 2679.04
438000 2656.67
439000 2846.32
440000 2694.28
441000 2781.59
442000 2771.96
443000 2749.6
444000 2716.95
445000 2718.6
446000 2683.7
447000 2767.11
448000 2724.02
449000 2757.91
450000 2840.07
451000 2775.7
452000 2820.75
453000 2761.13
454000 2748.25
455000 2776.26
456000 2709.77
457000 2713.05
458000 2891.6
459000 2681.59
460000 2791.99
461000 2781.42
462000 2777.83
463000 2757.01
464000 2769.17
465000 2769.25
466000 2836.92
467000 2869.31
468000 2745.48
469000 2790.83
470000 2690.32
471000 2750.88
472000 2874.39
473000 2646.63
474000 2759.05
475000 2657.04
476000 2749.81
477000 2755.93
478000 2783.99
479000 2821.51
480000 2718.05
481000 2886.19
482000 2660.18
483000 2808.86
484000 2813.15
485000 2698.53
486000 2775.07
487000 2747.88
488000 2822.74
489000 2771.4
490000 2667.49
491000 2676.02
492000 2828.9
493000 2690.96
494000 2717.67
495000 2683.35
496000 2790.38
497000 2764.26
498000 2776.47
499000 2753.58
500000 2811.1
501000 2692.55
502000 2801.48
503000 2840.7
504000 2721.77
505000 2772.86
