# Time-averaged data for fix avg_press
# TimeStep c_thermo_press
201000 1677.03
202000 2031.19
203000 2105.54
204000 2029.46
205000 1981.45
206000 1955.02
207000 1990.87
208000 2085.5
209000 2015.44
210000 1989.95
211000 1989.65
212000 2007.39
213000 1994.34
214000 1968.12
215000 1924.23
216000 1956.18
217000 1881.11
218000 1955.71
219000 1947.31
220000 1948.32
221000 1854.68
222000 1878.76
223000 1896.78
224000 1964.5
225000 1817.41
226000 1867.51
227000 1755.07
228000 1817.02
229000 1817.48
230000 1798.03
231000 1788.12
232000 1818.88
233000 1837.2
234000 1828.64
235000 1735.12
236000 1850.36
237000 1822.74
238000 1796.88
239000 1841.73
240000 1717.08
241000 1801.67
242000 1889.76
243000 1767.92
244000 1827.53
245000 1724.24
246000 1720.4
247000 1790.54
248000 1775.1
249000 1783.31
250000 1796.14
251000 1722.11
252000 1697.53
253000 1747.82
254000 1729.55
255000 1660.91
256000 1675.04
257000 1656.93
258000 1693.97
259000 1645.05
260000 1655.47
261000 1587.61
262000 1654.52
263000 1682.59
264000 1660.01
265000 1622.43
266000 1681.23
267000 1684.42
268000 1642.53
269000 1713.84
270000 1615.5
271000 1601.07
272000 1603.08
273000 1640.94
274000 1590.62
275000 1665.65
276000 1674.94
277000 1611.1
278000 1691.55
279000 1590.99
280000 1590.03
281000 1586.7
282000 1628.36
283000 1631.26
284000 1573.76
285000 1587.43
286000 1625.11
287000 1550.38
288000 1522.73
289000 1620.47
290000 1651.8
291000 1531.6
292000 1506.32
293000 1552.91
294000 1615.63
295000 1566.91
296000 1541.51
297000 1521.62
298000 1506.54
299000 1571.51
300000 1620.11
301000 1525.26
302000 1544.3
303000 1505.44
304000 1532.25
305000 1549.3
306000 1487.7
307000 1542.13
308000 1508.2
309000 1520.93
310000 1552.57
311000 1555.95
312000 1503.83
313000 1486.74
314000 1518.83
315000 1480.68
316000 1546.25
317000 1509.13
318000 1494.65
319000 1484.5
320000 1473.54
321000 1502.62
322000 1537.47
323000 1514.69
324000 1506.66
325000 1480.31
326000 1456.01
327000 1523.62
328000 1512.85
329000 1477.72
330000 1558.2
331000 1523.77
332000 1504.91
333000 1472.49
334000 1600.07
335000 1491.93
336000 1542.38
337000 1481.99
338000 1449.37
339000 1450.4
340000 1464.42
341000 1470.84
342000 1518.8
343000 1463.76
344000 1486.1
345000 1503.33
346000 1491.18
347000 1460.27
348000 1521.7
349000 1436.84
350000 1454.87
351000 1469.26
352000 1537.18
353000 1431.28
354000 1473.18
355000 1492.53
356000 1458.79
357000 1499.28
