# Time-averaged data for fix avg_press
# TimeStep c_thermo_press
201000 96.6552
202000 104.133
203000 99.0066
204000 113.442
205000 92.4291
206000 107.064
207000 103.836
208000 118.434
209000 103.449
210000 114.985
211000 101.003
212000 106.057
213000 97.2339
214000 105.788
215000 99.6021
216000 101.53
217000 94.6285
218000 107.751
219000 98.0523
220000 102.613
221000 108.323
222000 117.207
223000 105.449
224000 112.702
225000 105.18
226000 119.374
227000 105.666
228000 109.348
229000 99.6172
230000 104.791
231000 88.054
232000 99.6083
233000 104.214
234000 109.48
235000 100.705
236000 102.803
237000 97.5727
238000 101.925
239000 102.344
240000 109.775
241000 109.738
242000 117.019
243000 106.554
244000 112.143
245000 110.254
246000 109.289
247000 94.1398
248000 100.081
249000 95.8811
250000 99.4918
251000 101.673
252000 111.308
253000 103.73
254000 107.772
255000 101.978
256000 114.205
257000 113.959
258000 110.46
259000 107.743
260000 115.771
261000 103.184
262000 112.53
263000 104.877
264000 116.389
265000 111.004
266000 107.068
267000 103.419
268000 108.762
269000 100.24
270000 108.759
271000 99.0909
272000 105.925
273000 107.785
274000 115.043
275000 103.56
276000 110.118
277000 98.9757
278000 111.578
279000 97.6844
280000 114.491
281000 101.453
282000 107.008
283000 101.874
284000 108.964
285000 104.006
286000 114.495
287000 105.555
288000 116.631
289000 102.011
290000 109.231
291000 101.887
292000 106.963
293000 105.721
294000 103.271
295000 101.029
296000 106.229
297000 97.6907
298000 99.3149
299000 99.5308
300000 116.531
301000 108.642
302000 103.033
303000 98.9461
304000 106.842
305000 107.352
306000 99.659
307000 100.686
308000 104.13
309000 106.104
310000 113.69
311000 106.737
312000 111.392
313000 100.094
314000 103.16
315000 105.771
316000 106.591
317000 100.442
318000 102.651
319000 103.132
320000 105.559
321000 98.1788
322000 107.715
323000 101.203
324000 103.877
325000 103.242
326000 113.472
327000 108.911
328000 115.39
329000 103.375
330000 112.686
331000 101.603
332000 114.043
333000 98.6637
334000 98.0319
335000 106.828
336000 106.613
337000 100.491
338000 109.828
339000 107.91
340000 100.708
341000 101.773
342000 114.927
343000 113.312
344000 113.063
345000 103.406
346000 118.468
347000 109.418
348000 113.803
349000 110.396
350000 105.923
351000 100.53
352000 100.653
353000 104.837
354000 101.272
355000 103.544
356000 101.656
357000 102.146
358000 114.78
359000 107.25
360000 112.105
361000 105.043
362000 116.073
363000 106.504
364000 117.722
365000 101.223
366000 112.511
367000 108.08
368000 111.23
369000 109.706
370000 109.964
371000 104.736
372000 116.05
373000 102.557
374000 104.191
375000 105.186
376000 111.84
377000 106.282
378000 107.31
379000 101.103
380000 110.994
381000 104.428
382000 108.829
383000 90.0011
384000 91.4505
385000 100.659
386000 102.329
387000 105.749
388000 108.748
389000 104.51
390000 110.671
391000 103.921
392000 119.843
393000 95.6145
394000 105.877
395000 106.011
396000 111.462
397000 102.316
398000 113.145
399000 110.283
400000 114.403
401000 105.839
402000 108.082
403000 102.05
404000 110.31
405000 95.2278
406000 95.3031
407000 75.8158
408000 87.7287
409000 102.008
410000 112.227
411000 99.7917
412000 108.414
413000 99.3079
414000 103.772
415000 102.042
416000 116.437
417000 109.231
418000 108.015
419000 104.319
420000 109.923
421000 92.8424
422000 106.751
423000 111.572
424000 112.988
425000 101.455
426000 112.43
427000 95.0034
428000 106.135
429000 107.916
430000 110.266
431000 103.674
432000 114.662
433000 102.052
434000 112.854
435000 106.87
436000 108.928
437000 101.556
438000 104.985
439000 97.3229
440000 108.84
441000 96.622
442000 90.5125
443000 102.085
444000 105.552
445000 99.0703
446000 102.331
447000 100.525
448000 109.703
449000 106.699
450000 108.039
451000 97.6973
452000 106.161
453000 99.9267
454000 104.056
455000 110.592
456000 106.621
457000 102.453
458000 97.4176
459000 101.996
460000 101.583
461000 102.28
462000 112.703
463000 101.481
464000 102.653
465000 103.378
466000 110.135
467000 103.551
468000 114.243
469000 109.442
470000 114.935
471000 103.351
472000 108.133
473000 106.617
474000 105.632
475000 104.354
476000 104.543
477000 108.339
478000 115.422
479000 108.697
480000 115.799
481000 109.762
482000 108.713
483000 106.473
484000 108.077
485000 106.183
486000 107.773
487000 100.697
488000 111.47
489000 99.4546
490000 106.238
491000 103.048
492000 115.679
493000 103.775
494000 102.119
495000 93.778
496000 112.167
497000 101.194
498000 115.89
499000 107.757
500000 115.215
501000 97.788
502000 100.274
503000 90.3218
504000 95.9821
505000 105.578
506000 114.83
507000 103.397
508000 108.124
509000 96.4156
510000 109.741
511000 101.091
512000 107.466
513000 99.842
514000 102.678
515000 105.694
516000 117.864
517000 104.125
518000 108.009
519000 103.499
520000 106.125
521000 99.3253
522000 104.45
523000 104.35
524000 104.087
525000 107.033
526000 105.967
527000 100.329
528000 110.019
529000 106.927
530000 118.177
531000 107.92
532000 113.355
533000 105.376
534000 111.986
535000 100.009
536000 103.324
537000 99.0728
538000 110.646
539000 108.436
540000 108.705
541000 102.513
542000 106.302
543000 104.23
544000 114.223
545000 104.369
546000 109.108
547000 106.379
548000 109.46
549000 112.766
550000 113.914
551000 106.897
552000 112.026
553000 100.218
554000 108.714
555000 102.526
556000 101.371
557000 104.54
558000 116.445
559000 103.887
560000 114.216
561000 104.759
562000 108.389
563000 99.5765
564000 116.158
565000 108.566
566000 115.812
567000 105.457
568000 117.893
569000 106.107
570000 116.759
571000 102.105
572000 107.236
573000 96.0706
574000 106.135
575000 105.156
576000 112.477
577000 108.617
578000 113.603
579000 101.702
580000 109.454
581000 101.697
582000 113.182
583000 105.312
584000 111.78
585000 107.142
586000 110.826
587000 102.633
588000 105.54
589000 101.967
590000 106.832
591000 107.768
592000 121.131
593000 105.31
594000 113.982
595000 108.715
596000 105.412
597000 101.808
598000 108.895
599000 100.46
600000 109.245
601000 112.866
602000 106.898
603000 101.439
604000 104.439
605000 97.4569
606000 96.8356
607000 104.098
608000 114.576
609000 103.108
610000 105.679
611000 110.444
612000 103.393
613000 97.9263
614000 109.408
615000 97.9993
616000 106.598
617000 100.388
618000 104.027
619000 102.721
620000 104.741
621000 106.005
622000 118.863
623000 99.3841
624000 119.837
625000 99.6813
626000 113.827
627000 103.102
628000 111.943
629000 106.331
630000 112.441
631000 105.036
632000 113.071
633000 102.767
634000 116.116
635000 98.8729
636000 104.617
637000 99.8607
638000 106.751
639000 93.0757
640000 96.2495
641000 93.2372
642000 103.613
643000 95.5406
644000 106.508
645000 98.1165
646000 103.668
647000 100.324
648000 112.495
649000 110.097
650000 109.453
651000 103.032
652000 107.297
653000 105.608
654000 114.574
655000 103.713
656000 108.287
657000 106.26
658000 114.204
659000 106.104
660000 112.786
661000 109.094
662000 108.853
663000 97.5345
664000 111.797
665000 103.321
666000 113.941
667000 99.8031
668000 112.352
669000 105.281
670000 110.408
671000 102.412
672000 106.348
673000 101.863
674000 113.31
675000 98.7583
676000 113.667
677000 97.9924
678000 104.928
679000 111.61
680000 110.376
681000 104.565
682000 109.129
683000 99.7953
684000 113.494
685000 103.913
686000 118.389
687000 104.321
688000 110.501
689000 107.472
690000 111.521
691000 104.283
692000 114.294
693000 100.071
694000 115.514
695000 109.603
696000 106.242
697000 100.43
698000 103.861
699000 106.624
700000 103.029
