# Time-averaged data for fix avg_press
# TimeStep c_thermo_press
201000 2483.41
202000 2837.63
203000 2832.31
204000 2838.06
205000 2859.36
206000 2833.94
207000 2802.22
208000 2842.15
209000 2950.19
210000 2958.83
211000 2784.22
212000 2824.43
213000 2792.55
214000 2842.22
215000 2730.56
216000 2899.19
217000 2872.96
218000 2875.01
219000 2974.22
220000 2932.72
221000 2946.34
222000 2910.95
223000 2974.33
224000 2869.69
225000 2874.21
226000 2849.35
227000 2879.89
228000 2844.72
229000 2896.27
230000 2851.04
231000 2874.03
232000 2802.13
233000 2832.16
234000 2961.37
235000 2858.06
236000 2755.78
237000 2883.16
238000 2868.26
239000 2961.88
240000 2887.88
241000 2883.06
242000 2967.13
243000 2908.75
244000 2910.67
245000 2915.74
246000 2869.38
247000 3015.93
248000 2823.03
249000 2962.6
250000 2916.79
251000 2884.29
252000 2955.84
253000 2909.91
254000 2904.95
255000 2937.34
256000 2939.86
257000 2943.21
258000 2895.9
259000 2814.65
260000 3010.82
261000 2951.71
262000 2939.27
263000 2906.38
264000 2969.47
265000 2853
266000 2908.5
267000 2933.91
268000 2914.88
269000 2859.06
270000 2947.92
271000 2871.32
272000 2858.67
273000 2878.88
274000 2838.53
275000 3004.05
276000 2953.84
277000 2896.54
278000 2881.41
279000 2925.18
280000 2944.63
281000 2936.36
282000 2893.11
283000 3007.1
284000 3043.67
285000 2912.04
286000 2919.22
287000 2891.64
288000 2944.7
289000 3005.67
290000 2911.91
291000 2961.95
292000 2929.97
293000 2856.99
294000 3003.27
295000 2900.91
296000 2921.21
297000 2905.84
298000 2894.45
299000 2968.44
300000 2947.47
301000 2887.04
302000 2971.95
303000 2932.48
304000 2943.39
305000 2856.97
306000 2883.13
307000 3028.72
308000 2910.49
309000 2910.19
310000 2960.89
311000 2915.87
312000 3012.79
313000 2913.34
314000 2904.63
315000 2850.59
316000 2927.06
317000 3001.07
318000 2842.85
319000 2866.02
320000 2981.81
321000 2901.63
322000 2869.92
323000 2813.3
324000 3015.83
325000 2922.86
326000 3011.75
327000 2893.18
328000 2889.38
329000 2939.49
330000 2952.44
331000 2931.7
332000 2902.06
333000 2992.05
334000 2803.96
335000 2978.31
336000 2918.41
337000 2887.3
338000 2891.62
339000 2852.91
340000 2855.28
341000 2913.89
342000 2845.04
343000 2879.09
344000 2827.04
345000 2922.99
346000 2944.9
347000 2815.46
348000 2960.09
349000 2963.24
350000 2920.32
351000 2892.88
352000 2971.62
353000 2939.47
354000 2953.69
355000 2938.48
356000 2944.36
357000 2924.72
358000 2818.4
359000 2864.23
360000 2798.99
361000 2910.62
362000 2941.74
363000 2907.16
364000 2981.71
365000 2982.2
366000 3032.55
367000 2887.78
368000 2997.63
369000 2974.09
370000 2828.16
371000 2838.26
372000 2927.35
373000 2901.85
374000 2882.65
375000 2848.22
376000 2840.39
377000 2830
378000 2846.14
379000 2874.29
380000 2942.4
381000 2819.35
382000 2865.03
383000 2897.08
384000 2989.98
385000 2934.43
386000 2940.07
387000 2899.61
388000 3027.11
389000 2957.41
390000 2897.6
391000 2961.89
392000 2989.46
393000 2870.3
394000 2950.67
395000 2891.42
396000 3003.79
397000 2869.87
398000 2889.19
399000 2804.45
400000 2865.52
401000 2921.04
402000 2899.44
403000 2945.79
404000 2905.72
405000 2962.92
406000 2976.25
407000 2895.03
408000 2951.7
409000 3022.76
410000 2925.2
411000 2918.6
412000 2918.75
413000 2920.39
414000 3003.41
415000 3020.28
416000 2888.45
417000 2962.32
418000 2903
419000 2932.21
420000 2940.14
421000 2903
422000 2917.93
423000 2973.23
424000 2841.26
425000 2882.75
426000 2850.85
427000 2890.02
428000 2861.93
429000 2929.65
430000 2995.71
431000 2904.05
432000 2926.8
433000 2849.96
434000 2904.17
435000 2917.85
436000 2988.1
437000 2914.03
438000 2959.6
439000 2844.86
440000 2899.79
441000 2867.81
442000 2902.26
443000 2975.45
444000 2863.11
445000 2889.87
446000 2860.44
447000 2845.94
448000 2912.3
449000 2850.32
450000 2879.2
451000 2930.09
452000 2936.65
453000 2956.21
454000 2897.59
455000 2938.9
456000 2993.33
457000 2947.44
458000 2989.86
459000 2836.6
460000 2875.43
461000 2857.31
462000 2918.52
463000 2916.35
464000 2887.88
465000 2964.73
466000 3046.35
467000 2960.87
468000 2923.51
469000 3033.01
470000 2913.14
471000 2951.41
472000 2877.42
473000 2957.52
474000 2960.87
475000 2919.78
476000 2838.88
477000 2883.4
478000 2954.64
479000 2921.91
480000 2950.98
481000 2880.71
482000 2914.68
483000 2965.48
484000 2884.24
485000 2884.61
486000 2880.29
487000 2917.48
488000 2825.85
489000 2908.81
490000 2940.38
491000 2891.02
492000 2926.09
493000 2897.25
494000 2873.56
495000 2902.3
496000 2912.26
497000 2809.22
498000 2880.16
499000 2799.16
500000 2827.9
501000 2927.84
502000 2913.69
503000 2970.98
504000 2937.34
505000 2926.98
506000 2837.92
507000 2843.41
508000 2877.53
509000 2942.06
510000 2843.34
511000 2934.19
512000 2826.23
513000 2885.85
514000 2921.42
515000 2853.9
516000 2894.53
517000 2881.08
518000 2841
519000 2844.22
520000 2865.36
521000 2848.45
522000 2835.95
523000 2935.67
524000 2881.47
525000 2940.37
526000 2957.65
527000 2902.15
528000 2876.19
529000 2883.09
530000 2899.94
531000 2884.33
532000 2867.14
533000 2947.15
534000 2931.05
535000 2885.37
536000 2917.28
537000 2928.54
538000 2847.61
539000 2875.54
540000 2908.61
541000 2859.73
542000 2881.47
543000 2877.99
544000 2958.85
545000 2893.02
546000 2885.62
547000 3014.94
548000 2955.85
549000 2878.94
550000 2926.67
551000 2951.17
552000 2974.61
553000 2985.21
554000 2989.09
555000 2982.19
556000 3017.51
557000 2932.5
558000 2994.19
559000 2912.15
560000 2962.11
561000 2961.22
562000 2952.01
563000 3017.4
564000 2845.74
565000 2916.43
566000 2882.9
567000 2879.82
568000 2946.99
569000 2904.02
570000 2878.16
571000 2898.7
572000 2931.63
573000 2930.57
574000 2873.34
575000 2951.59
576000 2971.67
577000 2906.59
578000 2990.94
579000 2949.16
580000 2941.02
581000 2939.8
582000 2927.41
583000 2951.68
584000 2933.36
585000 2933.9
586000 2956.22
587000 2898.43
588000 2957.59
589000 2944.24
590000 3035.24
591000 3037.43
592000 3008.02
593000 2882.07
594000 2913.19
595000 2965.97
596000 2968.18
597000 2896.57
598000 2921.83
599000 2917.03
600000 2936.16
601000 2857.1
602000 2970.2
603000 2933.09
604000 3003.57
605000 2843.52
606000 2960.02
607000 2955.54
608000 2943.29
609000 2900.47
610000 2978.32
611000 2946.65
612000 3011.65
613000 2946.26
614000 2874.08
615000 2969.52
616000 2978.94
617000 2886.35
618000 2837.71
619000 2852.03
620000 2954.81
621000 2894.51
622000 2891.43
623000 2848.64
624000 2952.31
625000 2938.48
626000 2977.47
627000 2900.61
628000 2902.82
629000 2941.98
630000 2928.54
631000 2876.43
632000 2947.13
633000 2959.27
634000 2943.19
635000 2990.59
636000 3012.09
637000 2840.95
638000 2903.84
639000 2893.85
640000 2930.46
641000 2985.91
642000 2948.41
643000 2887.5
644000 2910.57
645000 2881.27
646000 2981.59
647000 2891.05
648000 3039.5
649000 2908.9
650000 2883.03
651000 2944.71
652000 2856.46
653000 2978.93
654000 2950.68
655000 2925.43
656000 2829.01
657000 2971.92
658000 2936.63
659000 2854.1
660000 2884.87
661000 2948.48
662000 2917.07
663000 2852.25
664000 2824.53
665000 2846.45
666000 2865.1
667000 3021.85
668000 2947.86
669000 3005.59
670000 3011.85
671000 2937.77
672000 2947.91
673000 2930.1
674000 2974.74
675000 2927.33
676000 2928.32
677000 2911.04
678000 2894.24
679000 2964.45
680000 2954.77
681000 2885.33
682000 2962.08
683000 2937.5
684000 2896.47
685000 2915.98
686000 2848.5
687000 2868.02
688000 2878.71
689000 2916.18
690000 2950.8
691000 2942.84
692000 2974.13
693000 2900.19
694000 2925.01
695000 2982.88
696000 2937.39
