-10.0,0.17256463909640002
-9.8,0.32400887951880003
-9.65,0.42974001145880003,success
-9.4,0.2147967815356
-9.2,1.0863481027024
-9.0,0.9604841172384
-8.8,1.6667705658715999
-8.6,3.3792127356228003
-8.4,4.773783719999999
-8.2,6.48137666
-8.0,8.49785656
-7.8,11.50950758
-7.6,15.8254604
-7.4,21.3628832
-7.2,30.8729562
-7.0,39.1484998
-6.8,53.107050199999996
-6.6,78.3049528
-6.5,91.9573862
-6.4,117.36346599999999
-6.3,131.69331199999996
-6.2,166.12885999999997
-6.1,198.07816600000004
-5.9,285.588398
-5.8,288.94134
-5.7,357.509166
-5.6,424.14399
-5.5,483.16316
-5.4,548.4437839999999
-5.3,627.5535219999999
-5.21,661.995934
-5.1,731.2482739999999
-5.0,781.997202
