# Time-averaged data for fix avg_out
# TimeStep v_n_ch4 v_n_co2 v_selectivity v_strain c_TempCO2
615000 49.2 21.3333 0.433624 -7.51309e-17 317.98
620000 50 21.3333 0.426658 -1.45888e-16 321.544
625000 50 21.4667 0.429325 -8.16004e-17 322.405
630000 49.2 22 0.447175 -2.82449e-17 321.813
635000 49 22 0.44897 1.81354e-16 320.745
640000 48.6 22 0.453021 1.46422e-17 318.816
645000 47.6 22.6667 0.476231 1.20276e-16 319.024
650000 48 22.6667 0.472212 1.20854e-16 313.554
655000 47.8 22.6667 0.474222 1.13059e-16 322.073
660000 45.4 22.6667 0.499406 -6.45418e-17 319.253
665000 46.8 22.6667 0.484443 -7.19658e-18 324.217
670000 48 22.6667 0.472212 1.10374e-16 322.507
675000 48 22 0.458324 -8.27049e-17 326.656
680000 48 22 0.458324 -1.78472e-16 316.29
685000 48 22 0.458324 8.52089e-17 323.647
690000 46.8 22 0.470195 -3.20278e-17 319.317
695000 45.4 22 0.484627 -6.03974e-17 314.393
700000 45.4 22 0.484627 5.31582e-17 317.1
705000 47.8 22 0.460274 6.71216e-17 318.395
710000 47 22 0.468075 1.08443e-17 323.885
715000 47.8 22 0.460274 -7.73702e-17 326.159
720000 46.6 22 0.472145 -3.586e-17 325.06
725000 46.2 22 0.476215 1.46734e-16 316.916
730000 47 22 0.468075 2.0317e-16 319.79
735000 47.4 22 0.464175 3.87606e-17 317.655
740000 46.2 22 0.476215 8.93496e-17 314.905
745000 44 22 0.499989 -1.03023e-16 317.476
750000 43.6 22 0.50464 -9.61001e-17 311.357
755000 43.8 22.1333 0.50538 1.25642e-16 321.735
760000 45.8 22.6667 0.494933 1.44438e-17 320.254
765000 47.4 23.0667 0.486774 3.54456e-17 323.324
770000 49 23.3333 0.476181 3.20133e-17 313.857
775000 49 24 0.489786 3.85216e-17 322.271
780000 49 24.5333 0.50067 3.94115e-17 318.981
785000 49.2 25.3333 0.514928 1.10656e-16 318.804
790000 49.6 25.3333 0.510792 -1.17104e-16 313.773
795000 49 26 0.530601 -4.94596e-17 318.361
800000 48.6 26 0.535023 -1.44959e-17 318.233
805000 48.4 26 0.537234 8.82307e-17 315.727
810000 48.4 26 0.537234 1.17425e-16 323.8
815000 47.8 26 0.54396 9.26037e-17 314.872
820000 47 26 0.55318 3.49681e-17 320.348
825000 47.6 26.6667 0.560375 1.30876e-16 320.349
830000 46 26.6667 0.579698 7.05567e-17 317.032
835000 47 26.6667 0.567364 2.85009e-17 324.297
840000 48.2 26.6667 0.553373 -4.17313e-17 318.531
845000 48 26.6667 0.555544 -1.87379e-16 318.531
850000 48 26.6667 0.555544 -2.42991e-17 317.264
855000 48.6 26.6667 0.548742 -7.10178e-18 322.905
860000 47.8 26.6667 0.558004 -8.44398e-17 320.139
865000 48 26.6667 0.555544 -1.85563e-17 313.626
870000 48 26.6667 0.555544 -1.79376e-17 317.614
875000 48.8 26.8 0.549231 -1.41273e-17 311.577
880000 49.2 27.3333 0.555581 -9.52953e-17 315.523
885000 48.6 27.3333 0.56246 -4.91894e-17 320.392
890000 48.2 27.6 0.572664 1.55501e-16 321.498
895000 48.8 28 0.573893 5.18848e-17 313.246
900000 48.4 28 0.578655 -1.30652e-16 319.174
905000 48.6 28 0.576179 -1.02819e-16 317.756
910000 48.2 28 0.58094 -2.81531e-17 319.922
915000 47.8 28 0.585803 1.19704e-16 319.47
920000 48.2 28 0.581042 4.57029e-17 323.185
925000 50.2 28 0.557793 -3.79537e-17 314.009
930000 51 28 0.549009 -4.94839e-17 315.561
935000 50.4 28 0.555597 1.39692e-17 316.519
940000 49.2 28 0.569131 -7.71964e-17 316.711
945000 49.4 28.6667 0.580434 -3.94889e-17 320.425
950000 51.8 28.6667 0.553433 1.34475e-16 317.547
955000 51.4 28.6667 0.557757 5.29787e-17 315.209
960000 51 28.6667 0.56208 -3.94986e-18 314.143
965000 51 28.6667 0.56208 2.80272e-17 317.237
970000 50.2 28.6667 0.571074 -4.15799e-17 319.649
975000 49.8 28.6667 0.575662 2.24607e-16 319.699
980000 49 28.6667 0.585022 -1.05389e-16 313.719
985000 49 29.3333 0.598627 -1.68779e-16 317.73
990000 49 29.3333 0.598627 7.61332e-18 316.689
995000 49.6 29.3333 0.591444 5.96016e-17 314.875
1000000 50 29.3333 0.586655 -2.07109e-16 318.169
1005000 50.2 29.3333 0.584354 -1.01453e-16 320.557
1010000 52.2 29.3333 0.562047 7.15523e-18 315.203
1015000 52.4 29.3333 0.559835 -1.37076e-17 316.521
1020000 52 29.3333 0.564092 1.33904e-16 314.732
1025000 52.6 30 0.570381 1.69302e-17 315.438
1030000 53 30 0.566027 -1.18991e-16 319.336
1035000 53.4 30 0.561834 -7.00436e-17 316.943
1040000 53.4 30 0.561834 2.47042e-17 313.936
1045000 53.4 30 0.561834 1.96392e-16 318.146
1050000 53.4 30 0.561834 7.1799e-18 314.599
1055000 53 30 0.566027 -2.46081e-17 322.111
1060000 52.6 30 0.570381 -9.39337e-17 317.3
1065000 52 30 0.576912 1.38899e-16 323.305
1070000 52.8 30 0.568204 7.6587e-17 319.919
1075000 52.8 30.6667 0.580831 5.57075e-17 317.546
1080000 51.2 30.6667 0.598983 -3.53905e-18 315.827
1085000 52 31.0667 0.597424 3.45275e-17 321.179
1090000 52.4 31.3333 0.598005 5.97285e-17 313.564
1095000 52.8 31.3333 0.593458 9.43125e-17 313.358
1100000 52 31.3333 0.602553 2.06335e-16 318.517
1105000 52.2 31.3333 0.600279 -8.37676e-17 316.124
1110000 52.2 31.3333 0.600279 9.74883e-17 314.303
1115000 51.4 31.3333 0.609641 -6.73133e-17 317.16
1120000 51 32.1333 0.630053 -3.65445e-18 320.792
1125000 52 32.6667 0.628193 -4.82307e-17 315.393
1130000 52.8 32.6667 0.618711 -9.38554e-17 321.691
1135000 54.2 32.6667 0.602893 2.09487e-16 317.661
1140000 54.2 32.6667 0.602727 5.531e-17 318.094
1145000 53.6 32.6667 0.609492 -6.61878e-17 309.571
1150000 54 32.9333 0.609865 -2.08538e-16 310.971
1155000 53.8 33.3333 0.619602 1.80635e-16 321.993
1160000 53 33.8667 0.638982 1.4911e-16 313.855
1165000 54.2 34 0.627501 4.85277e-17 320.118
1170000 54.2 34 0.627328 6.22502e-17 315.088
1175000 55.2 34 0.616126 -1.34838e-16 310.55
1180000 55.6 34 0.611547 2.22592e-16 313.851
1185000 55 34 0.618171 -2.79066e-17 310.456
1190000 55 34 0.618171 6.29238e-17 314.882
1195000 55.2 34.1333 0.618344 1.32328e-16 317.15
1200000 55.6 34.6667 0.623539 -1.5298e-16 315.272
1205000 58 34.6667 0.597691 -1.0032e-16 317.073
1210000 58 34.6667 0.597691 -6.21669e-17 315.675
1215000 59.2 34.6667 0.585737 -5.83689e-17 311.26
1220000 60 34.6667 0.577768 -4.13086e-17 315.735
1225000 59.8 34.6667 0.579727 -1.00463e-16 319.1
1230000 59.4 34.6667 0.583644 1.40137e-17 317.216
1235000 60 34.6667 0.577768 2.08052e-16 317.27
1240000 59.2 34.6667 0.585602 -6.24631e-17 317.015
1245000 59 34.6667 0.587561 -3.82144e-17 316.154
1250000 59 34.6667 0.587561 6.24785e-17 317.596
1255000 58 34.6667 0.597833 9.37875e-17 317.11
1260000 57.6 34.6667 0.601885 -4.44843e-17 312.278
1265000 56.4 34.6667 0.614693 4.14533e-17 315.598
1270000 55.2 34.6667 0.628041 6.70851e-18 315.999
1275000 55.2 34.6667 0.628207 -1.42784e-16 317.562
1280000 56 34.6667 0.619037 1.2133e-16 316.652
1285000 56.2 34.6667 0.616865 5.89176e-17 313.975
1290000 57.4 34.6667 0.603982 1.38566e-16 313.553
1295000 59.8 34.6667 0.579727 -6.2895e-17 315.72
1300000 58.2 35.4667 0.609458 -1.73653e-17 318.736
1305000 56.8 36 0.633823 6.92114e-17 316.234
1310000 56 36 0.642846 -1.44659e-16 317.919
1315000 56.6 36 0.636079 9.00183e-17 316.924
1320000 57 36 0.631723 3.21275e-19 318.286
1325000 57.8 36 0.622857 -3.11987e-17 317.506
1330000 57 36 0.631568 6.96258e-18 313.156
1335000 57 36.6667 0.643264 -2.83751e-17 314.411
1340000 56.2 36.6667 0.652453 -2.35505e-17 317.571
1345000 56 36.6667 0.65475 -1.03579e-16 311.302
1350000 56 36.9333 0.659512 4.83442e-17 318.903
1355000 56 37.3333 0.666655 3.77959e-18 311.726
1360000 56 37.3333 0.666655 3.69451e-18 318.7
1365000 56.2 37.7333 0.671417 -2.45476e-17 316.858
1370000 57.4 38 0.662057 2.39688e-17 315.868
1375000 55.4 38 0.685962 -6.1757e-17 316.504
1380000 54.6 38 0.696014 -1.82641e-16 319.268
1385000 54 38.1333 0.70616 1.72162e-16 312.953
1390000 52.4 38.6667 0.738068 5.55666e-17 319.856
1395000 52 38 0.730755 6.92249e-17 322.688
1400000 52 38 0.730755 -1.79859e-16 317.536
1405000 52.2 38 0.727998 4.8382e-17 310.448
1410000 51 37.4667 0.734859 -4.80193e-17 320.2
1415000 50 37.3333 0.746652 3.46346e-17 317.4
1420000 50 37.3333 0.746652 -3.82238e-17 317.965
1425000 50 37.3333 0.746652 1.74311e-17 311.321
1430000 50 37.3333 0.746652 -1.07282e-16 313.86
1435000 50.6 37.3333 0.737868 4.09287e-19 315.365
1440000 51 37.0667 0.726783 1.52692e-16 317.18
1445000 51 36.6667 0.71894 -8.73651e-17 317.308
1450000 51 36.6667 0.71894 7.65004e-17 312.753
1455000 50.4 36.6667 0.727567 1.28569e-16 315.433
1460000 49.6 36.6667 0.739305 -7.10455e-18 317.202
1465000 50 37.0667 0.741319 3.95924e-18 318.194
1470000 50.4 37.3333 0.740796 -1.90796e-16 320.409
1475000 51 37.7333 0.739855 -8.93024e-17 317.13
1480000 51 38 0.745083 1.34886e-17 313.355
1485000 52.2 38 0.728214 -5.88196e-17 319.661
1490000 53 38 0.716968 1.59384e-16 316.352
1495000 53 38 0.716968 6.88598e-17 315.363
1500000 53 38 0.716968 -1.75161e-17 317.548
1505000 53 38 0.716968 -5.21704e-17 319.224
1510000 53.8 38 0.706346 1.79795e-16 317.966
1515000 54 38 0.703691 7.17304e-17 317.14
1520000 54 38 0.703691 6.15949e-17 312.925
1525000 54.4 38.4 0.705983 -1.37953e-17 318.429
1530000 56 38.6667 0.690464 7.0599e-18 320.008
1535000 53.8 38.6667 0.718935 -2.65553e-16 317.34
1540000 52.2 38.6667 0.74077 -1.34098e-16 317.814
1545000 52.8 38.5333 0.729987 -6.47615e-18 318.106
1550000 54 38 0.703691 5.18706e-17 317.803
1555000 53.8 38 0.706346 1.98823e-17 318.206
1560000 53.4 38.5333 0.721626 1.30354e-16 311.605
1565000 53.6 38.6667 0.72144 -1.76153e-16 317.274
1570000 54 38.6667 0.716036 -5.84998e-17 318.25
1575000 53.4 38.6667 0.724142 -2.78895e-17 314.192
1580000 53 38.6667 0.729546 -3.12712e-17 315.288
1585000 53 38.6667 0.729546 -1.76258e-16 312.104
1590000 53 38.6667 0.729546 1.00689e-16 319.906
1595000 53.2 38.6667 0.726948 7.59586e-17 318.584
1600000 51.6 38.6667 0.749407 2.8276e-16 316.472
1605000 51.4 38.6667 0.752323 1.71111e-17 315.745
1610000 51 38.9333 0.763384 3.7564e-17 318.393
1615000 51 39.3333 0.771227 9.69137e-17 319.011
1620000 51.8 39.3333 0.759362 -7.63561e-17 314.366
1625000 50.4 39.3333 0.780481 -1.02075e-17 318.17
1630000 50 39.6 0.791984 -1.77841e-17 315.764
1635000 50.4 40 0.79383 -6.26723e-17 317.133
1640000 50.8 40 0.787556 -7.52027e-17 318.197
1645000 50.8 40.1333 0.790102 -7.5726e-17 318.127
1650000 49.2 40.6667 0.826595 3.79957e-17 313.935
1655000 49 40.8 0.832636 3.04137e-19 322.512
1660000 49 41.3333 0.84352 4.48649e-17 311.73
1665000 48 41.3333 0.861093 -2.7829e-17 312.176
1670000 48.8 41.3333 0.847035 -7.25061e-17 313.841
1675000 49 41.3333 0.84352 1.06588e-16 317.943
1680000 49 41.3333 0.84352 -6.89873e-17 315.204
1685000 50 41.3333 0.82665 1.44789e-16 315.762
1690000 50.4 41.3333 0.820167 1.06744e-16 318.497
1695000 51.8 41.3333 0.798091 -2.74722e-17 314.019
1700000 53 41.3333 0.779859 5.86775e-17 319.697
1705000 53 40.6667 0.767281 1.09925e-16 314.867
1710000 52.2 40.6667 0.779085 1.23722e-16 314.852
