# Time-averaged data for fix avg_out
# TimeStep v_n_ch4 v_n_co2 v_selectivity v_strain c_TempCO2
215000 37.6 12 0.319195 4.01309e-17 323.102
220000 38.8 12 0.309304 1.45288e-16 326.236
225000 39.6 12 0.303069 -6.14437e-17 328.706
230000 40 12 0.299993 9.47298e-17 315.125
235000 40 12 0.299993 7.21051e-17 319.635
240000 40 12 0.299993 -2.15334e-17 329.964
245000 40.8 12 0.294139 4.4254e-17 320.779
250000 40 12 0.299993 -7.98279e-17 329.073
255000 40 12 0.299993 4.70478e-17 319.282
260000 40 12 0.299993 -2.61331e-17 320.936
265000 40.6 12 0.295602 -1.19964e-16 325.445
270000 40.2 12 0.298529 2.87516e-17 325.824
275000 39.2 12.6667 0.32324 1.45359e-16 326.194
280000 38.4 12.6667 0.329906 1.78841e-17 323.333
285000 39 13.3333 0.341872 -7.30776e-17 322.868
290000 38.6 13.3333 0.34547 8.82608e-17 320.41
295000 38.2 13.3333 0.349069 1.70947e-16 323.153
300000 39.4 13.3333 0.338453 3.58145e-17 328.353
305000 40 13.3333 0.333325 -6.9068e-17 321.001
310000 40 13.3333 0.333325 -8.03377e-17 321.93
315000 39.4 13.3333 0.338453 -2.25442e-17 320.723
320000 39 13.3333 0.341872 -2.1503e-17 324.943
325000 39 13.3333 0.341872 1.35119e-17 325.183
330000 39 13.3333 0.341872 5.37249e-17 323.854
335000 39.4 13.3333 0.338453 -1.0764e-17 322.683
340000 39 13.8667 0.355546 -1.66616e-16 317.55
345000 38.4 14 0.364633 -1.99957e-16 317.849
350000 38.8 14 0.360854 -1.01471e-16 327.48
355000 38.4 14.1333 0.368142 6.49149e-17 322.241
360000 38 14.6667 0.385955 3.63683e-17 324.062
365000 38 14.8 0.389463 5.10163e-17 322.199
370000 38 15.8667 0.417533 -1.12587e-16 326.037
375000 39 16 0.410246 1.92133e-16 320.196
380000 39 16 0.410246 -6.25812e-17 318.987
385000 39 16 0.410246 3.63399e-17 318.607
390000 39.8 16.5333 0.415374 4.34756e-17 319.221
395000 40 16.6667 0.416656 -2.20419e-16 324.506
400000 40.4 16.6667 0.412993 -1.01062e-16 319.219
405000 41 17.0667 0.41625 3.2044e-17 323.707
410000 41 17.3333 0.422754 1.11533e-16 314.275
415000 41.2 17.3333 0.420741 4.6774e-17 315.286
420000 42.4 17.3333 0.40885 2.47345e-17 320.957
425000 43 17.3333 0.403091 5.43433e-17 321.476
430000 43 17.3333 0.403091 5.05911e-17 321.929
435000 43.2 17.3333 0.401346 1.1544e-16 324.341
440000 42 17.3333 0.412689 -7.74961e-18 318.301
445000 41.4 17.3333 0.418728 7.92566e-17 317.016
450000 41.4 17.6 0.425077 -4.98122e-17 322.7
455000 42.4 18.1333 0.427696 1.44419e-16 327.998
460000 44 18.6667 0.424233 -7.27287e-18 324.521
465000 43.2 18.6667 0.432125 1.47539e-16 319.152
470000 44.4 19.2 0.432448 1.61749e-16 327.748
475000 45 19.3333 0.42962 -1.25009e-16 326.805
480000 45 19.3333 0.42962 2.19154e-16 321.162
485000 45 19.3333 0.42962 -2.04032e-16 320.853
490000 45 19.3333 0.42962 4.70435e-17 319.557
495000 44.4 19.3333 0.435478 6.84437e-17 320.364
500000 44.4 19.3333 0.435478 -7.55719e-17 320.479
505000 45.2 18.9333 0.418928 1.4341e-17 315.205
510000 46.4 18.6667 0.402335 4.97981e-18 323.534
515000 46 18.6667 0.405788 1.11447e-19 324.714
520000 46 18.6667 0.405788 -1.36523e-16 325.136
525000 46 18.6667 0.405788 1.58463e-16 313.974
530000 45.2 18.6667 0.413002 -3.24109e-17 318.104
535000 44.4 18.6667 0.420462 -1.33981e-16 325.031
540000 43.6 18.6667 0.428179 1.80015e-16 324.044
545000 42 18.8 0.447608 -7.22257e-18 316.721
550000 42.8 19.3333 0.451743 -2.15172e-17 317.557
555000 43.6 19.3333 0.443471 1.64817e-16 320.84
560000 43.6 19.3333 0.443471 -1.07584e-16 320.787
565000 43.6 19.3333 0.443738 -1.76504e-16 322.356
570000 46 19.3333 0.420281 -1.98167e-16 319.561
575000 46 19.3333 0.420281 7.21379e-18 326.549
580000 45.6 19.3333 0.424016 1.90325e-16 317.467
585000 45 19.3333 0.42962 -1.83602e-16 319.262
590000 45.4 19.3333 0.425884 2.22869e-16 312.551
595000 46.6 19.7333 0.423426 -7.33528e-18 323.889
600000 47 20.2667 0.431196 -1.46164e-16 327.242
605000 48.2 21.0667 0.437066 -1.56778e-16 311.759
610000 49 21.3333 0.435365 -2.92168e-18 327.578
