# Time-averaged data for fix data_out
# TimeStep c_thermo_temp c_thermo_press v_density v_vol
12780000 313.155 1698.05 1.20417 39445.8
12782000 316.392 1253.55 1.20069 39560
12784000 313.969 -3117.37 1.1947 39758.4
12786000 312.828 -435.618 1.19679 39689
12788000 310.477 -128.779 1.19914 39611
12790000 316.758 -1029.86 1.20755 39335.4
12792000 315.014 -2224.85 1.20041 39569.2
12794000 310.576 349.658 1.20293 39486.4
12796000 313.581 -1620.02 1.20408 39448.5
12798000 310.029 -2850.98 1.20286 39488.8
12800000 320.849 -705.021 1.19325 39806.7
12802000 315.094 132.561 1.19656 39696.7
12804000 319.089 -350.579 1.19936 39604
12806000 307.369 291.38 1.20357 39465.3
12808000 307.174 939.21 1.19666 39693.4
12810000 311.515 -428.756 1.19223 39840.9
12812000 315.587 694.865 1.18771 39992.5
12814000 314.844 229.842 1.20105 39548.2
12816000 321.995 -308.529 1.21578 39069.1
12818000 314.636 612.548 1.19776 39656.9
12820000 311.392 -892.28 1.20547 39403.2
12822000 311.711 639.859 1.20808 39318.1
12824000 314.806 1637.34 1.20751 39336.7
12826000 313.718 741.306 1.20831 39310.6
12828000 305.366 -668.537 1.20872 39297.2
12830000 309.39 -2688.25 1.20613 39381.5
12832000 313.014 145.142 1.20636 39374
12834000 320.56 -316.537 1.20665 39364.7
12836000 305.01 -946.934 1.20132 39539.2
12838000 317.601 580.759 1.19722 39674.5
12840000 323.026 347.077 1.20641 39372.4
12842000 315.183 -1083.75 1.19933 39604.8
12844000 315.675 592.233 1.19544 39733.8
12846000 315.803 -371.192 1.1894 39935.4
12848000 314.637 2354.88 1.19546 39733
12850000 313.618 -390.764 1.20938 39275.9
12852000 311.049 555.195 1.19677 39689.7
12854000 309.679 -1802.97 1.19928 39606.4
12856000 307.446 -2383.44 1.19125 39873.6
12858000 315.347 1307.72 1.20362 39463.8
12860000 313.428 -669.579 1.19524 39740.6
12862000 304.342 1567.57 1.19348 39799
12864000 315.908 -1115.49 1.1946 39761.8
12866000 313.762 -537.369 1.20545 39403.7
12868000 320.013 98.4222 1.19935 39604.2
12870000 314.277 -2680.6 1.19629 39705.7
12872000 311.181 -88.2824 1.20468 39429.2
12874000 309.857 -1526.87 1.19289 39818.6
12876000 312.017 1081.39 1.19855 39630.8
12878000 307.013 374.134 1.19512 39744.2
12880000 309.847 -1738.26 1.19872 39625
12882000 316.83 2347.27 1.2031 39480.9
12884000 313.131 944.513 1.22029 38924.8
12886000 316.863 2553.39 1.19758 39662.7
12888000 313.408 -326.796 1.20714 39348.7
12890000 320.826 444.164 1.20555 39400.5
12892000 312.593 1813.53 1.21029 39246.2
12894000 312.495 -3246.17 1.20351 39467.5
12896000 314.416 -313.473 1.21159 39204
12898000 307.455 -912.981 1.19742 39668.2
12900000 300.491 440.973 1.1989 39619.2
12902000 317.665 1099.78 1.21148 39207.7
12904000 325.874 -646.822 1.19475 39756.7
12906000 311.488 -2132.26 1.19765 39660.3
12908000 316.426 250.307 1.18253 40167.5
12910000 306.787 -1436.03 1.20456 39433
12912000 318.627 263.066 1.21756 39011.9
12914000 310.73 386.012 1.19236 39836.3
12916000 313.367 -831.716 1.20621 39378.9
12918000 312.037 3371.65 1.20482 39424.6
12920000 316.688 2039.96 1.20565 39397.4
12922000 316.432 238.898 1.19858 39629.6
12924000 304.679 2324.16 1.21324 39151
12926000 317.186 -443.702 1.21128 39214.1
12928000 318.526 -1165.28 1.20835 39309.3
12930000 320.816 883.026 1.21117 39217.8
12932000 317.645 -1192.73 1.20568 39396.4
12934000 313.185 962.683 1.19604 39713.7
12936000 318.219 845.633 1.201 39549.8
12938000 313.126 -1598.11 1.20626 39377.5
12940000 314.012 75.7278 1.19014 39910.6
12942000 311.256 65.8835 1.19274 39823.9
12944000 310.897 -677.915 1.19681 39688.2
12946000 316.867 -3.25431 1.19198 39849.2
12948000 316.675 -666.744 1.19838 39636.2
12950000 314.537 859.228 1.20085 39554.7
12952000 318.157 3603.4 1.20738 39340.7
12954000 305.531 3792.91 1.19882 39621.6
12956000 318.683 1044.79 1.19436 39769.6
12958000 309.986 586.05 1.19647 39699.7
12960000 319.834 738.581 1.19927 39606.9
12962000 318.892 175.553 1.19286 39819.6
12964000 311.45 1162.81 1.18376 40125.7
12966000 316.653 -732.619 1.20002 39582.2
12968000 312.276 -1523.11 1.19566 39726.3
12970000 318.079 1169.27 1.19828 39639.5
12972000 312.753 2607.52 1.19889 39619.5
12974000 316.528 -1148.75 1.19197 39849.3
12976000 316.498 -2157.79 1.18756 39997.4
12978000 312.936 2394.31 1.20013 39578.5
12980000 307.345 254.089 1.18634 40038.7
12982000 316.597 1399.9 1.18011 40249.9
12984000 309.157 2061.7 1.20111 39546
12986000 315.415 2923.29 1.19105 39880.1
12988000 314.206 952.684 1.18935 39937.1
12990000 312.949 399.428 1.2003 39572.8
12992000 319.246 -1873.3 1.19859 39629.5
12994000 307.763 -2395.1 1.20235 39505.6
12996000 316.261 -1310.87 1.21087 39227.5
12998000 309.284 -52.3662 1.20603 39384.8
13000000 312.778 -34.9375 1.19256 39829.8
13002000 308.844 557.679 1.20024 39575
13004000 308.803 -2242.18 1.20315 39479.2
13006000 311.676 2208.55 1.20112 39545.8
13008000 318.21 -1982.37 1.19899 39616
13010000 312.403 -1824.52 1.19765 39660.4
13012000 315.359 1725.53 1.18974 39924.2
13014000 301.932 1059.3 1.20845 39305.9
13016000 305.378 -636.184 1.19012 39911.3
13018000 315.281 289.712 1.19841 39635.4
13020000 321.87 -656.84 1.19399 39782.2
13022000 307.995 -1708.53 1.19207 39846.2
13024000 318.093 -624.488 1.20243 39502.8
13026000 315.705 -78.3902 1.20461 39431.2
13028000 317.111 -775.576 1.19783 39654.5
13030000 315.058 1346.29 1.19481 39754.9
13032000 307.818 164.39 1.19515 39743.3
13034000 312.218 -844.821 1.1998 39589.5
13036000 312.87 476.064 1.20276 39492
13038000 315.626 -3849.78 1.19649 39698.9
13040000 303.889 1030.74 1.20097 39550.7
13042000 311.626 708.694 1.19461 39761.3
13044000 310.995 398.189 1.21555 39076.4
13046000 313.486 534.686 1.20044 39568.2
13048000 311.627 -439.082 1.19323 39807.4
13050000 318.342 282.542 1.2022 39510.3
13052000 306.248 357.878 1.20463 39430.6
13054000 309.674 214.089 1.19976 39590.8
13056000 314.49 471.094 1.20349 39468
13058000 311.138 2147.57 1.19872 39625.1
13060000 316.735 381.313 1.21015 39250.8
13062000 313.27 -171.695 1.20701 39353
13064000 312.899 569.201 1.19998 39583.4
13066000 317.59 796.206 1.19999 39583
13068000 315.937 820.39 1.1951 39745
13070000 310.008 -606.016 1.20615 39381.1
13072000 318.337 -518.561 1.20137 39537.8
13074000 303.583 266.698 1.20679 39360.2
13076000 313.65 -795.224 1.20902 39287.3
13078000 310.225 -707.65 1.19725 39673.6
13080000 310.652 584.419 1.20857 39302.2
13082000 317.763 2494.01 1.19548 39732.5
13084000 309.575 -315.934 1.1986 39628.9
13086000 318.535 207.516 1.19779 39655.9
13088000 308.827 -1348.98 1.20555 39400.6
13090000 318.773 1040.56 1.20047 39567.3
13092000 310.323 2049.64 1.19904 39614.5
13094000 315.273 -542.902 1.20062 39562.2
13096000 310.977 315.885 1.19765 39660.6
13098000 313.129 -82.4599 1.19787 39653.1
13100000 313.766 1817.44 1.21214 39186.4
13102000 313.617 -512.725 1.19887 39620.3
13104000 311.627 -1367.83 1.20609 39382.9
13106000 315.031 2062.87 1.2138 39132.8
13108000 303.135 -1060.24 1.20146 39534.7
13110000 312.474 -1021.8 1.20089 39553.3
13112000 307.084 748.55 1.20782 39326.4
13114000 318.982 -1119.18 1.21039 39243
13116000 315.4 -1199.99 1.21047 39240.4
13118000 314.585 -636.671 1.19618 39709.2
13120000 311.972 -625.93 1.19727 39673.1
13122000 313.688 554.958 1.20636 39374
13124000 310.4 173.108 1.20584 39391.2
13126000 307.281 -907.759 1.20509 39415.4
13128000 311.221 102.452 1.20908 39285.5
13130000 312.624 2766.08 1.21245 39176.4
13132000 309.491 1044.01 1.19812 39645
13134000 312.082 -1293.17 1.20949 39272.2
13136000 313.138 -317.989 1.20648 39370.1
13138000 312.824 1042.89 1.19789 39652.3
13140000 315.294 1183.89 1.20205 39515.3
13142000 322.49 -549.334 1.20204 39515.6
13144000 311.675 -2224.68 1.20109 39546.7
13146000 311.75 616.958 1.20166 39528
13148000 318.223 -310.201 1.20452 39434.3
13150000 307.762 -925.267 1.20473 39427.4
13152000 309.203 2168.78 1.20518 39412.6
13154000 310.85 2496.12 1.20019 39576.6
13156000 308.972 705.906 1.20096 39551.1
13158000 308.959 -537.962 1.19578 39722.5
13160000 318.305 -168.401 1.19349 39798.6
13162000 311.927 148.691 1.1984 39635.6
13164000 313.062 -797.933 1.20755 39335.2
13166000 311.074 2979.5 1.20639 39373.1
13168000 318.706 -924.107 1.1999 39586.2
13170000 313.878 -2514.19 1.20148 39533.9
13172000 310.636 -151.401 1.20742 39339.4
13174000 312.887 1790.21 1.20493 39421
13176000 318.941 2831.79 1.20043 39568.5
13178000 318.142 -2533.65 1.20454 39433.7
13180000 313.757 -231.613 1.20003 39581.9
13182000 313.341 -868.725 1.20543 39404.4
13184000 322.627 -942.045 1.20716 39347.9
13186000 312.616 1572.83 1.1998 39589.2
13188000 315.125 1116.26 1.1994 39602.6
13190000 309.168 -851.385 1.20714 39348.6
13192000 311.275 -1201.28 1.20262 39496.7
13194000 314.042 -1392.31 1.19873 39624.7
13196000 312.915 38.2838 1.20667 39363.9
13198000 306.164 -624.207 1.20639 39373.1
13200000 316.85 1896.77 1.20395 39452.9
13202000 314.697 363.656 1.21189 39194.5
13204000 308.112 1829.01 1.21079 39230
13206000 317.179 -1848.83 1.2041 39448.1
13208000 318.24 -483.607 1.19854 39631
