# Time-averaged data for fix avg_out
# TimeStep v_n_ch4 v_n_co2 v_selectivity v_strain c_TempCO2
470000 8.4 20 2.39971 8.04803e-17 325.735
475000 9.6 20 2.1331 -5.54516e-17 325.27
480000 9.6 20 2.11089 1.57376e-16 313.439
485000 10 20.6667 2.06646 -7.60029e-17 322.792
490000 11.2 20.6667 1.85357 1.23166e-16 315.875
495000 10.4 20.6667 1.99132 2.59807e-17 317.404
500000 10 20.6667 2.06646 -2.25194e-17 319.378
505000 9 20.6667 2.29604 7.32234e-17 320.274
510000 8.6 21.7333 2.53674 1.4233e-16 315.983
515000 9 22 2.44417 -3.32125e-17 321.448
520000 10.2 22 2.16867 -8.41984e-17 316.824
525000 11 22 1.99982 1.71314e-16 320.736
530000 11 22 1.99982 -3.82998e-18 319.301
535000 11.8 22.6667 1.92835 -1.0586e-16 324.798
540000 13 22.6667 1.74346 3.57231e-17 317.538
545000 13 23.3333 1.79473 -1.87471e-17 312.561
550000 13.8 23.3333 1.69218 1.93e-16 319.095
555000 13.6 23.3333 1.71782 -2.17257e-17 316.936
560000 14 23.6 1.68559 2.81985e-17 323.74
565000 13.4 24.6667 1.84309 -7.32071e-17 317.79
570000 13 24.6667 1.89729 6.54266e-17 316.39
575000 12.6 24.6667 1.96053 2.19498e-17 320.35
580000 13.4 24.1333 1.80353 -3.28416e-17 316.691
585000 12 24 2.01102 1.84411e-17 321.967
590000 12 24 1.99983 -3.25691e-17 314.426
595000 11.2 24 2.15253 -1.01841e-16 319.139
600000 10 24 2.39976 2.04705e-17 318.915
605000 10.4 24 2.3125 -3.23144e-17 318.663
610000 9.6 24 2.5064 1.05737e-17 316.776
615000 8 24 2.99963 -2.39808e-16 318.969
620000 8.8 24.2667 2.76265 -3.31292e-17 315.348
625000 9.8 24.6667 2.52122 -1.8616e-16 321.944
630000 9 24.6667 2.74044 -2.51264e-16 319.389
635000 9 24.6667 2.74044 7.98802e-17 319.358
640000 9 25.4667 2.82932 3.72559e-17 313.431
645000 9 26 2.88857 1.42341e-16 320.069
650000 8.6 26.5333 3.09593 1.0152e-16 318.941
655000 8.6 26.6667 3.11075 -1.22741e-16 315.465
660000 8.6 26.6667 3.11075 3.23868e-18 317.601
665000 10 26.6667 2.6664 -4.50099e-18 320.144
670000 9.6 26.6667 2.78489 -3.81838e-18 316.048
675000 10 26.8 2.67973 1.04008e-17 316.157
680000 10.8 27.3333 2.53431 9.12373e-17 318.498
685000 11 27.3333 2.48462 -1.67005e-16 316.791
690000 10.6 27.3333 2.584 5.07402e-17 320.756
695000 9.4 27.7333 2.95672 7.71646e-17 318.838
700000 9 28 3.11077 -9.832e-17 317.746
705000 8.6 28 3.2885 -7.60258e-18 320.445
710000 7 28 3.99943 7.75209e-18 321.128
715000 7 28.4 4.05656 -1.26893e-16 318.649
720000 7 28.6667 4.09465 4.36495e-17 316.309
725000 7.4 28.6667 3.88995 -3.83712e-18 317.13
730000 7.4 28.9333 3.92804 -5.48961e-17 316.259
735000 6 30 4.99917 -1.27149e-16 321.442
740000 6.8 30 4.42792 -6.12031e-17 319.707
745000 6.2 30 4.85635 -1.67379e-16 315.363
750000 7.4 30 4.07087 -5.48005e-17 323.107
755000 7.8 30 3.85665 2.83184e-17 316.827
760000 7 30 4.2851 -1.37233e-17 318.389
765000 7 29.3333 4.18988 -1.31509e-16 315.416
770000 7.4 29.3333 3.98041 1.29965e-16 315.026
775000 8.2 29.3333 3.58475 4.63752e-17 315.536
780000 8.6 29.3333 3.42182 -5.47159e-17 321.507
785000 8 29.3333 3.66621 1.08196e-16 319.004
790000 8 29.3333 3.66621 -7.58114e-17 317.212
795000 8.6 29.7333 3.46626 -1.66652e-16 321.59
800000 9 30 3.33296 -6.50303e-17 318.233
805000 9 30 3.33296 -2.90294e-17 314.864
810000 9 30 3.33296 -8.22574e-18 319.317
815000 9.2 30 3.26631 -1.62956e-16 317.668
820000 9.6 30 3.13301 -2.93302e-17 316.456
825000 10.4 30 2.89063 -1.9646e-16 314.761
830000 10 30 2.9997 2.90789e-17 318.206
835000 9.4 30 3.19966 9.70453e-18 317.935
840000 9 30 3.33296 -1.23835e-16 321.654
845000 8.2 30 3.69002 1.58994e-16 316.082
850000 7 30 4.2851 2.03358e-16 317.292
855000 7 30 4.2851 1.12556e-16 313.977
860000 6.2 30 4.85635 1.40119e-17 319.807
865000 7 30 4.2851 -7.23424e-17 317.591
870000 6.6 30 4.57073 1.05223e-16 317.841
875000 6 30 4.99917 1.70757e-16 315.444
880000 6 30.2667 5.0436 -1.42737e-17 317.536
885000 7 30 4.2851 1.76153e-17 314.041
890000 7 30 4.2851 6.18652e-17 319.234
895000 6.8 30 4.42792 3.84226e-18 317.633
900000 6.8 30 4.42792 2.47005e-16 317.524
905000 7.8 30 3.85665 3.62149e-17 317.522
910000 7 30 4.2851 1.09672e-17 319.842
915000 6 30 4.99917 -2.78311e-18 317.999
920000 5.6 30 5.39902 -1.27e-16 317.974
925000 5 29.8667 5.97214 1.02363e-16 319.58
930000 5.4 29.3333 5.47453 -9.90259e-17 312.373
935000 6.6 29.3333 4.46916 -1.0196e-16 317.044
940000 6.2 29.3333 4.74843 1.27084e-16 321.906
945000 6 30 4.99917 4.70916e-17 317.925
950000 6 30 4.99917 1.34681e-16 317.335
955000 7 30 4.2851 -2.38852e-16 322.351
960000 7 30 4.2851 -3.68888e-18 315.56
965000 5 30.6667 6.13211 -2.13121e-17 313.201
970000 6.6 30.6667 4.73068 -1.09297e-16 313.526
975000 6.6 30.6667 4.6723 1.98965e-19 322.031
980000 6.6 30.6667 4.6723 -4.76111e-17 320.343
985000 6.8 30.6667 4.56281 2.89245e-17 318.117
990000 8.4 30.6667 3.66252 -8.69245e-17 317.867
995000 8.8 31.2 3.55515 -1.78371e-17 313.137
1000000 9.6 32 3.35964 -5.04382e-17 313.071
1005000 9 32 3.55516 -1.76594e-16 315.735
1010000 8.2 32 3.96141 -1.04357e-16 320.591
1015000 6 32.6667 5.44354 3.71814e-17 325.308
1020000 6 32.6667 5.44354 1.80367e-17 315.242
1025000 5.2 32.6667 6.42315 1.63553e-16 316.278
1030000 4 32.6667 8.16463 7.07778e-17 321.102
1035000 4 32.6667 8.16463 4.9863e-17 318.984
1040000 4 32.6667 8.16463 1.75781e-17 317.487
1045000 3.8 32.6667 8.70875 -9.33928e-17 318.072
1050000 3 32.6667 10.8853 6.08123e-17 313.143
1055000 3.8 33.0667 8.81983 1.18773e-16 314.143
1060000 3.8 33.3333 8.88648 8.36198e-17 318.233
1065000 4.6 33.4667 7.35836 -1.50111e-17 316.422
1070000 5 33.4667 6.69199 2.27399e-16 317.749
1075000 4.8 33.3333 6.99852 -1.88612e-16 317.948
1080000 4 33.3333 8.33125 3.31361e-17 316.952
1085000 5 33.3333 6.66533 -1.66661e-16 315.207
1090000 5.8 33.3333 5.77677 1.85756e-17 317.813
1095000 6 33.3333 5.55463 3.89565e-17 320.375
1100000 6.8 33.0667 4.88182 1.05298e-16 315.198
1105000 6.4 32.6667 5.13252 -1.69635e-16 315.329
1110000 5.6 32.6667 5.87893 -4.71227e-17 318.115
1115000 5 32.6667 6.53203 -1.55724e-16 313.547
1120000 5 32.6667 6.53203 -1.01152e-16 317.365
1125000 4.8 33.3333 6.99852 -1.04896e-16 317.505
1130000 4.4 33.3333 7.66488 -1.01958e-16 316.793
1135000 5 33.3333 6.66533 -1.41256e-16 316.862
1140000 5.8 33.3333 5.77677 -3.92292e-17 316.711
1145000 5.6 33.4667 6.02113 4.02588e-17 319.931
1150000 4.4 34 7.93144 -5.82435e-17 315.158
1155000 5 34 6.79864 1.18904e-16 317.318
1160000 4.2 34 8.15803 1.78875e-17 321.662
1165000 4.2 34.4 8.25134 7.93335e-17 319.579
1170000 5 34.4 6.87862 7.89498e-17 316.531
1175000 5 34.6667 6.93195 1.6904e-16 315.957
1180000 4.2 34.1333 8.18469 -2.77004e-16 315.076
1185000 4.6 33.8667 7.45167 -1.58806e-16 320.927
1190000 5 33.3333 6.66533 -1.08919e-16 315.776
1195000 5 33.3333 6.66533 -1.01949e-16 315.168
1200000 5.8 33.3333 5.77677 4.71518e-17 316.051
1205000 5.4 33.3333 6.22105 9.38386e-17 320.587
1210000 5 33.3333 6.66533 -1.37674e-16 316.875
1215000 5 34 6.79864 6.69094e-19 312.29
1220000 5.4 34.2667 6.38991 5.48523e-17 318.128
1225000 5 34.2667 6.85196 -1.86532e-17 318.476
1230000 5 34 6.79864 9.38996e-17 319.273
1235000 4.4 34 7.81818 -3.4821e-18 318.221
1240000 4 34 8.49788 1.69857e-16 313.061
1245000 4 34 8.49788 1.4879e-17 316.269
1250000 4 34 8.49788 -1.2313e-16 316.718
1255000 3 33.8667 11.2851 3.62426e-17 317.888
1260000 3.8 33.3333 8.88648 -2.29054e-17 316.966
1265000 4 33.3333 8.33125 2.89258e-17 313.492
1270000 4 33.3333 8.33125 6.14814e-17 323.623
1275000 4 33.3333 8.33125 1.3435e-16 321.087
1280000 4 33.3333 8.33125 -5.48175e-17 312.939
1285000 5 33.4667 6.69199 -9.72477e-17 314.503
1290000 4.6 34.2667 7.54498 -1.16493e-16 315.881
1295000 4.2 34.6667 8.31799 -1.14333e-16 314.128
1300000 5.8 34.6667 6.00784 9.68807e-17 317.411
1305000 5.6 34.6667 6.23887 -5.41372e-17 314.409
1310000 6 34.1333 5.68794 1.04847e-16 317.5
1315000 7 34 4.85645 6.11744e-17 315.357
1320000 7 34 4.85645 8.66279e-17 314.106
1325000 6.6 33.8667 5.16111 -3.23672e-17 317.977
1330000 7 33.3333 4.76122 -6.76257e-17 316.979
1335000 7 33.3333 4.76122 9.731e-17 317.852
1340000 7 33.3333 4.76122 8.48123e-20 312.354
1345000 7 33.3333 4.76122 -3.10911e-18 320.105
1350000 7 33.3333 4.76122 -9.73759e-17 317.425
1355000 6.2 33.4667 5.48607 -1.26256e-16 317.496
1360000 5.4 34.8 6.48767 -7.62653e-17 317.193
1365000 6 35.3333 5.88791 -1.72726e-16 313.668
1370000 6 35.3333 5.88791 -1.84233e-17 322.192
1375000 6 35.3333 5.88791 -2.52799e-17 314.662
1380000 5.2 35.3333 6.82978 1.44049e-19 320.791
1385000 5 35.3333 7.06525 2.58613e-17 310.093
1390000 5 35.3333 7.06525 -1.4393e-16 319.32
1395000 6 35.3333 5.88791 1.2273e-16 315.052
1400000 6.4 35.3333 5.5515 -1.26209e-16 314.615
1405000 7.2 36.1333 5.03025 -2.29316e-16 312.858
1410000 6.8 36.6667 5.45553 4.66948e-17 320.816
1415000 6 36.6667 6.11009 -7.57368e-17 316.689
1420000 5.2 36.6667 7.08751 -9.0818e-17 318.357
1425000 5.2 36.6667 7.08751 -2.47047e-17 314.269
1430000 5.2 36.6667 7.08751 6.84979e-17 322.864
1435000 4.2 36.6667 9.28638 -1.43941e-16 318.191
1440000 5 36.6667 7.33187 -6.13844e-17 317.422
1445000 5.4 35.6 6.64764 -2.83907e-17 317.222
1450000 5 35.3333 7.06525 -6.06766e-17 317.472
1455000 5.6 35.3333 6.35885 -7.13069e-17 316.616
1460000 6 34.8 5.79903 -1.61309e-16 321.864
1465000 6 34.6667 5.77681 1.54305e-16 318.567
1470000 5.2 34.6667 6.70092 2.07709e-16 314.757
1475000 5.4 36.4 6.79872 1.8986e-16 314.335
1480000 5 36.6667 7.33187 8.88938e-17 323.387
1485000 4.8 36.6667 7.69837 -3.60002e-17 314.272
1490000 4 36.6667 9.16438 -1.0058e-16 318.147
1495000 3.2 36.6667 11.6074 4.2832e-17 319.334
1500000 3.2 36.6667 11.6074 -1.09229e-17 316.772
1505000 2.8 36.6667 13.4394 -4.63094e-17 312.369
1510000 1.2 36.6667 32.9689 -6.54456e-17 317.611
1515000 2 36.6667 18.3242 1.14975e-16 317.896
1520000 2 36.4 18.1909 -2.09779e-16 318.708
1525000 2 35.3333 17.6578 2.34305e-16 318.093
1530000 2.4 35.8667 15.5264 7.48852e-17 317.822
1535000 3 35.4667 11.8183 -1.94955e-16 313.74
1540000 3 36 11.996 -1.40757e-16 317.375
1545000 3 36 11.996 -8.68585e-17 313.652
1550000 3 36 11.996 6.99666e-18 318.161
1555000 4 36 8.99775 4.70608e-17 319.931
1560000 4 36 8.99775 -2.92623e-16 315.695
1565000 4 36.4 9.09773 5.78309e-17 316.582
1570000 4 36.6667 9.16438 1.70092e-16 316.772
1575000 4 36.8 9.1977 4.71481e-17 316.489
1580000 4 37.3333 9.331 -1.08512e-16 315.564
1585000 4 37.3333 9.331 -1.08666e-16 316.978
1590000 4.8 37.3333 8.08707 1.58994e-16 314.309
1595000 5.4 37.3333 6.96758 1.84704e-16 314.839
1600000 5.4 37.3333 6.96758 -9.37277e-17 316.823
1605000 6.6 37.3333 5.68802 1.47671e-16 314.82
1610000 6.6 37.3333 5.68802 9.63417e-19 315.477
1615000 6.4 37.3333 5.86574 -5.79717e-17 313.396
1620000 6.8 37.3333 5.59914 7.95818e-17 317.76
1625000 8.2 37.3333 4.5624 -1.07441e-16 314.015
1630000 9.4 37.3333 3.9818 8.94578e-17 314.277
1635000 9.4 37.3333 3.9818 -1.42135e-17 318.273
1640000 7 37.3333 5.45104 -1.76494e-16 314.045
1645000 6 37.3333 6.22119 -4.2694e-17 316.236
1650000 5.2 37.8667 7.32302 -7.54849e-18 321.141
1655000 5.2 38.1333 7.36746 -9.27325e-17 317.695
1660000 5.6 38.6667 6.95874 1.19395e-16 319.577
1665000 4.2 38.6667 9.27776 3.88787e-18 317.404
1670000 5 38.6667 7.73179 -1.72519e-16 312.867
1675000 5 38.2667 7.6518 -1.00231e-17 322.255
1680000 5 38 7.59848 2.57796e-17 314.565
1685000 4.4 38.6667 8.89127 -1.79033e-16 314.026
1690000 6 38.6667 6.71941 3.46176e-18 320.275
1695000 7 38.6667 5.52302 8.60261e-17 317.997
1700000 7 38.9333 5.56111 8.36823e-17 314.146
1705000 6 39.3333 6.55446 1.61868e-16 316.458
1710000 6.4 39.3333 6.17998 -1.08164e-17 320.925
