# Time-averaged data for fix avg_out
# TimeStep v_n_ch4 v_n_co2 v_selectivity v_strain c_TempCO2
215000 17.8 12 0.674472 2.67347e-17 325.914
220000 17.4 12 0.690156 3.28826e-17 328.454
225000 16.6 12 0.723486 -4.06351e-17 326.072
230000 17 12 0.705841 -5.83319e-17 321.876
235000 16.8 12.6667 0.754367 1.93688e-16 325.391
240000 16.8 12.9333 0.770052 3.42096e-17 319.962
245000 16 13.3333 0.833281 -4.82334e-17 328.398
250000 16 13.3333 0.833281 1.80254e-16 320.695
255000 15 13.3333 0.88883 -1.20934e-16 324.968
260000 14.6 13.3333 0.914223 -7.24484e-17 323.445
265000 14 13.3333 0.952313 1.21949e-16 318.884
270000 14 13.3333 0.952313 6.66349e-18 322.126
275000 13.2 13.3333 1.01335 1.46278e-17 320.01
280000 11.2 13.3333 1.19181 -1.80093e-17 321.753
285000 11.2 13.3333 1.19181 -6.90062e-17 327.74
290000 11.6 13.3333 1.15142 -7.38513e-18 322.524
295000 9 13.4667 1.49613 5.19688e-17 319.836
300000 9 14 1.55538 -3.32759e-17 330.71
305000 10.2 12.9333 1.27018 4.72125e-18 326.015
310000 9.8 12.6667 1.2998 1.36268e-16 320.598
315000 9.4 12.6667 1.35097 1.80941e-16 320.845
320000 9.8 13.2 1.34801 4.79497e-17 325.803
325000 10.6 13.3333 1.26049 -2.82984e-18 324.635
330000 10.2 13.3333 1.30896 -4.72207e-17 322.358
335000 10 13.3333 1.3332 -2.05907e-16 323.503
340000 10.4 13.3333 1.28472 -1.50566e-16 322.631
345000 11 13.4667 1.22413 -1.9473e-16 319.481
350000 13 14.5333 1.12479 3.29406e-17 328.613
355000 15.4 14.6667 0.9582 1.19964e-16 319.847
360000 16.2 14.6667 0.905826 -1.49437e-17 319.719
365000 16.2 15.4667 0.954843 -4.02001e-17 327.001
370000 16.2 16 0.988174 -1.05886e-16 322.47
375000 15.8 16 1.01327 6.92868e-17 318.8
380000 15.4 16 1.03993 -3.6531e-17 327.038
385000 12.8 16 1.25704 9.23296e-17 321.863
390000 12 16 1.33322 3.37239e-17 324.474
395000 11.6 16.6667 1.43927 -3.34067e-17 318.499
400000 12.8 16.6667 1.30332 -3.41443e-19 328.404
405000 13 17.7333 1.364 2.25821e-17 322.535
410000 12.6 18 1.43066 7.70921e-17 324.111
415000 10 18 1.79982 -9.81557e-17 322.25
420000 10 18 1.79982 2.55796e-16 320.207
425000 10.2 18 1.7671 -5.79582e-17 319.258
430000 11 18.5333 1.6847 1.71616e-16 323.741
435000 11.2 19.3333 1.72813 2.15428e-17 319.558
440000 12 19.6 1.6332 1.10186e-16 315.893
445000 12.2 20 1.64089 -5.15813e-17 316.224
450000 12.2 19.7333 1.62597 1.19717e-16 316.863
455000 10.8 19.3333 1.79256 -3.31316e-17 319.177
460000 10 19.6 1.9598 -2.12936e-16 318.439
465000 10 20 1.9998 -3.6414e-17 317.02
