# Time-averaged data for fix msd_out
# TimeStep c_msd_c[4]
13025000 2.06615
13030000 1.5419
13035000 2.34414
13040000 1.47973
13045000 1.90236
13050000 1.86134
13055000 1.88941
13060000 2.23939
13065000 2.10206
13070000 1.73599
13075000 2.16309
13080000 1.86369
13085000 2.2269
13090000 1.55377
13095000 1.83561
13100000 2.11716
13105000 1.88235
13110000 2.06595
13115000 1.78303
13120000 1.58543
13125000 2.13015
13130000 1.96258
13135000 1.8423
13140000 2.14602
13145000 1.49665
13150000 2.11131
13155000 1.8464
13160000 2.40776
13165000 1.70767
13170000 1.79123
13175000 1.77445
13180000 2.01046
13185000 2.01753
13190000 2.54687
13195000 1.75547
13200000 2.07335
13205000 2.24025
13210000 1.90695
13215000 1.79795
13220000 1.68195
13225000 2.00662
13230000 2.06531
13235000 2.12459
13240000 1.557
13245000 2.42013
13250000 1.67501
13255000 1.74837
13260000 1.96665
13265000 1.58597
13270000 1.85175
13275000 2.0891
13280000 2.1098
13285000 1.63292
13290000 2.04095
13295000 2.06164
13300000 2.3526
13305000 1.80128
13310000 1.48462
13315000 1.72905
13320000 2.04063
13325000 2.08575
13330000 2.16424
13335000 1.77561
13340000 1.6429
13345000 2.13786
13350000 1.41445
13355000 2.25124
13360000 1.74897
13365000 1.96802
13370000 1.9614
13375000 1.90263
13380000 1.68965
13385000 2.27768
13390000 1.73408
13395000 1.6591
13400000 1.69587
13405000 1.8112
13410000 1.62415
13415000 1.55044
13420000 2.14823
13425000 1.58646
13430000 1.5921
13435000 1.77808
13440000 1.58756
13445000 1.62669
13450000 1.7989
13455000 1.96026
13460000 1.93318
13465000 2.21345
13470000 1.91932
13475000 1.79316
13480000 2.22932
13485000 2.0528
13490000 1.95586
13495000 2.05948
13500000 1.92335
13505000 1.43614
13510000 1.93653
13515000 1.97449
13520000 1.83008
13525000 1.52296
13530000 1.68597
13535000 1.83685
13540000 1.74447
13545000 1.82876
13550000 1.75571
13555000 1.62094
13560000 1.93863
13565000 1.97949
13570000 2.27774
13575000 1.60951
13580000 2.33514
13585000 1.55108
13590000 2.0193
13595000 2.04945
