# Chunk-averaged data for fix density_out and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/mass
17000000 30 3640
  21 11.1863 129 1.27647
  22 12.1863 108 1.15311
  23 13.1863 131 1.2967
  24 14.1863 122 1.2125
  25 15.1863 116 1.21223
  26 16.1863 120 1.19347
  27 17.1863 124 1.30923
  28 18.1863 116 1.17712
  29 19.1863 114 1.01855
  30 20.1863 99 0.869994
17740000 30 3640
  1 -8.81367 121 1.25743
  2 -7.81367 141 1.33051
  3 -6.81367 107 1.0901
  4 -5.81367 131 1.25617
  5 -4.81367 117 1.12288
  6 -3.81367 133 1.38427
  7 -2.81367 121 1.18327
  8 -1.81367 129 1.25994
  9 -0.813671 118 1.18704
  10 0.186329 102 0.988428
  11 1.18633 116 1.21349
  12 2.18633 124 1.10545
  13 3.18633 126 1.20972
  14 4.18633 122 1.2234
  15 5.18633 123 1.2964
  16 6.18633 133 1.21854
  17 7.18633 118 1.05255
  18 8.18633 130 1.25129
  19 9.18633 129 1.34156
  20 10.1863 139 1.37068
  21 11.1863 112 1.19186
  22 12.1863 118 1.13691
  23 13.1863 117 1.15052
  24 14.1863 119 1.19967
  25 15.1863 116 1.18575
  26 16.1863 115 1.24978
  27 17.1863 122 1.2285
  28 18.1863 115 1.23976
  29 19.1863 128 1.05519
  30 20.1863 98 0.944312
17750000 30 3640
  1 -8.81367 109 1.09863
  2 -7.81367 129 1.23197
  3 -6.81367 123 1.20076
  4 -5.81367 133 1.29544
  5 -4.81367 116 1.1297
  6 -3.81367 123 1.30036
  7 -2.81367 131 1.23577
  8 -1.81367 122 1.14092
  9 -0.813671 118 1.15838
  10 0.186329 109 1.15598
  11 1.18633 107 1.07983
  12 2.18633 129 1.13987
  13 3.18633 124 1.18091
  14 4.18633 123 1.31417
  15 5.18633 133 1.22081
  16 6.18633 127 1.18582
  17 7.18633 128 1.16472
  18 8.18633 107 0.878048
  19 9.18633 142 1.59337
  20 10.1863 120 1.25185
  21 11.1863 135 1.32665
  22 12.1863 101 0.975087
  23 13.1863 133 1.27701
  24 14.1863 119 1.25562
  25 15.1863 123 1.25434
  26 16.1863 121 1.22322
  27 17.1863 111 1.09855
  28 18.1863 127 1.32419
  29 19.1863 130 1.16844
  30 20.1863 87 0.764413
17760000 30 3640
  1 -8.81367 107 1.16973
  2 -7.81367 150 1.37586
  3 -6.81367 107 1.11819
  4 -5.81367 134 1.24636
  5 -4.81367 118 1.17348
  6 -3.81367 120 1.27007
  7 -2.81367 133 1.23643
  8 -1.81367 131 1.34682
  9 -0.813671 116 1.11837
  10 0.186329 108 1.10936
  11 1.18633 114 1.12844
  12 2.18633 125 1.17853
  13 3.18633 130 1.27796
  14 4.18633 119 1.07434
  15 5.18633 131 1.44094
  16 6.18633 126 1.13216
  17 7.18633 120 1.08565
  18 8.18633 112 1.04546
  19 9.18633 149 1.48516
  20 10.1863 118 1.26513
  21 11.1863 129 1.33419
  22 12.1863 119 1.06933
  23 13.1863 119 1.29532
  24 14.1863 116 1.17745
  25 15.1863 120 1.20733
  26 16.1863 117 1.17471
  27 17.1863 127 1.38583
  28 18.1863 115 1.13456
  29 19.1863 117 1.00652
  30 20.1863 93 0.833069
17770000 30 3640
  1 -8.81367 102 1.10306
  2 -7.81367 146 1.3154
  3 -6.81367 109 1.1231
  4 -5.81367 129 1.21233
  5 -4.81367 124 1.21609
  6 -3.81367 119 1.24612
  7 -2.81367 126 1.24112
  8 -1.81367 128 1.30261
  9 -0.813671 118 1.16344
  10 0.186329 106 0.938899
  11 1.18633 113 1.19356
  12 2.18633 130 1.18985
  13 3.18633 124 1.28131
  14 4.18633 131 1.3115
  15 5.18633 127 1.23993
  16 6.18633 131 1.24623
  17 7.18633 118 1.01292
  18 8.18633 125 1.26634
  19 9.18633 144 1.36805
  20 10.1863 123 1.275
  21 11.1863 110 1.14694
  22 12.1863 125 1.15965
  23 13.1863 114 1.20356
  24 14.1863 130 1.22383
  25 15.1863 112 1.24857
  26 16.1863 115 1.21977
  27 17.1863 119 1.19109
  28 18.1863 123 1.25242
  29 19.1863 113 0.976522
  30 20.1863 106 0.986518
17780000 30 3640
  1 -8.81367 103 1.13422
  2 -7.81367 144 1.35903
  3 -6.81367 120 1.17668
  4 -5.81367 124 1.22156
  5 -4.81367 129 1.23042
  6 -3.81367 128 1.31771
  7 -2.81367 134 1.2891
  8 -1.81367 116 1.09799
  9 -0.813671 117 1.19295
  10 0.186329 109 1.09929
  11 1.18633 112 1.07813
  12 2.18633 123 1.22791
  13 3.18633 125 1.17671
  14 4.18633 141 1.37286
  15 5.18633 120 1.1754
  16 6.18633 128 1.1855
  17 7.18633 109 0.964436
  18 8.18633 120 1.21041
  19 9.18633 138 1.38908
  20 10.1863 144 1.47391
  21 11.1863 116 1.11048
  22 12.1863 114 1.17914
  23 13.1863 110 1.05806
  24 14.1863 125 1.20674
  25 15.1863 124 1.27031
  26 16.1863 115 1.1879
  27 17.1863 110 1.08801
  28 18.1863 122 1.30653
  29 19.1863 124 1.14924
  30 20.1863 96 0.758384
17790000 30 3640
  1 -8.81367 98 0.993946
  2 -7.81367 141 1.30674
  3 -6.81367 119 1.22009
  4 -5.81367 127 1.18058
  5 -4.81367 132 1.22637
  6 -3.81367 121 1.26328
  7 -2.81367 129 1.34733
  8 -1.81367 128 1.11024
  9 -0.813671 117 1.11757
  10 0.186329 110 1.09291
  11 1.18633 113 1.20533
  12 2.18633 120 1.05711
  13 3.18633 128 1.24369
  14 4.18633 116 1.15207
  15 5.18633 137 1.33764
  16 6.18633 122 1.12994
  17 7.18633 137 1.15727
  18 8.18633 107 1.09406
  19 9.18633 148 1.44141
  20 10.1863 127 1.25849
  21 11.1863 121 1.23857
  22 12.1863 116 1.03481
  23 13.1863 117 1.2745
  24 14.1863 126 1.2252
  25 15.1863 117 1.19161
  26 16.1863 120 1.12253
  27 17.1863 109 1.18677
  28 18.1863 110 1.07425
  29 19.1863 132 1.1671
  30 20.1863 95 0.867838
17800000 30 3640
  1 -8.81367 140 1.37712
  2 -7.81367 121 1.1567
  3 -6.81367 117 1.19939
  4 -5.81367 124 1.19688
  5 -4.81367 122 1.2422
  6 -3.81367 125 1.24476
  7 -2.81367 116 1.18673
  8 -1.81367 133 1.30522
  9 -0.813671 105 0.945113
  10 0.186329 103 0.9941
  11 1.18633 113 1.21715
  12 2.18633 134 1.2663
  13 3.18633 118 1.22468
  14 4.18633 124 1.17426
  15 5.18633 127 1.25477
  16 6.18633 128 1.19829
  17 7.18633 108 1.08226
  18 8.18633 128 1.08125
  19 9.18633 150 1.67043
  20 10.1863 122 1.18816
  21 11.1863 120 1.19316
  22 12.1863 112 1.15272
  23 13.1863 119 1.12768
  24 14.1863 126 1.26378
  25 15.1863 116 1.21959
  26 16.1863 124 1.2623
  27 17.1863 124 1.30905
  28 18.1863 112 1.2082
  29 19.1863 116 1.00051
  30 20.1863 113 1.05329
17810000 30 3640
  1 -8.81367 117 1.16209
  2 -7.81367 139 1.29057
  3 -6.81367 113 1.14311
  4 -5.81367 125 1.26398
  5 -4.81367 133 1.25405
  6 -3.81367 129 1.38739
  7 -2.81367 122 1.22378
  8 -1.81367 112 1.05617
  9 -0.813671 118 1.12928
  10 0.186329 110 1.16966
  11 1.18633 119 1.21622
  12 2.18633 117 1.05504
  13 3.18633 131 1.25537
  14 4.18633 132 1.41017
  15 5.18633 137 1.29311
  16 6.18633 111 1.00963
  17 7.18633 119 1.0789
  18 8.18633 116 1.13436
  19 9.18633 146 1.56518
  20 10.1863 123 1.21998
  21 11.1863 119 1.23001
  22 12.1863 112 1.04865
  23 13.1863 123 1.19735
  24 14.1863 116 1.20739
  25 15.1863 130 1.38504
  26 16.1863 114 1.17208
  27 17.1863 125 1.27667
  28 18.1863 117 1.24895
  29 19.1863 121 1.00968
  30 20.1863 94 0.913746
17820000 30 3640
  1 -8.81367 100 0.883359
  2 -7.81367 153 1.52072
  3 -6.81367 113 1.16403
  4 -5.81367 139 1.26102
  5 -4.81367 116 1.08957
  6 -3.81367 139 1.4013
  7 -2.81367 118 1.17029
  8 -1.81367 133 1.30565
  9 -0.813671 107 1.02133
  10 0.186329 112 1.10327
  11 1.18633 119 1.19647
  12 2.18633 119 1.11573
  13 3.18633 125 1.22376
  14 4.18633 136 1.30703
  15 5.18633 122 1.15783
  16 6.18633 123 1.18405
  17 7.18633 114 1.00267
  18 8.18633 129 1.21264
  19 9.18633 131 1.33179
  20 10.1863 133 1.42739
  21 11.1863 124 1.1865
  22 12.1863 114 1.08698
  23 13.1863 115 1.16411
  24 14.1863 116 1.22754
  25 15.1863 124 1.22998
  26 16.1863 113 1.18506
  27 17.1863 116 1.11698
  28 18.1863 117 1.1852
  29 19.1863 127 1.13559
  30 20.1863 93 0.897011
17830000 30 3640
  1 -8.81367 122 1.23201
  2 -7.81367 135 1.3405
  3 -6.81367 120 1.27525
  4 -5.81367 132 1.15176
  5 -4.81367 108 1.1834
  6 -3.81367 126 1.26517
  7 -2.81367 129 1.36831
  8 -1.81367 126 1.18102
  9 -0.813671 118 1.17862
  10 0.186329 97 1.00881
  11 1.18633 118 1.1772
  12 2.18633 127 1.2729
  13 3.18633 122 1.22561
  14 4.18633 122 1.17208
  15 5.18633 133 1.3799
  16 6.18633 127 1.15696
  17 7.18633 121 1.14535
  18 8.18633 124 1.21548
  19 9.18633 130 1.32383
  20 10.1863 125 1.37479
  21 11.1863 128 1.27785
  22 12.1863 112 1.07012
  23 13.1863 117 1.1619
  24 14.1863 135 1.45904
  25 15.1863 113 1.11472
  26 16.1863 121 1.30979
  27 17.1863 113 1.15285
  28 18.1863 113 1.21668
  29 19.1863 124 1.00904
  30 20.1863 102 1.03682
17840000 30 3640
  1 -8.81367 105 0.997716
  2 -7.81367 142 1.37963
  3 -6.81367 111 1.12578
  4 -5.81367 130 1.22502
  5 -4.81367 126 1.28149
  6 -3.81367 134 1.35565
  7 -2.81367 127 1.29662
  8 -1.81367 118 1.10697
  9 -0.813671 111 1.10072
  10 0.186329 109 1.04796
  11 1.18633 105 1.1296
  12 2.18633 131 1.2615
  13 3.18633 135 1.24914
  14 4.18633 122 1.25142
  15 5.18633 128 1.23255
  16 6.18633 116 1.12205
  17 7.18633 131 1.16864
  18 8.18633 111 1.13464
  19 9.18633 145 1.46628
  20 10.1863 127 1.23262
  21 11.1863 131 1.39333
  22 12.1863 111 1.07806
  23 13.1863 120 1.19495
  24 14.1863 120 1.1861
  25 15.1863 117 1.23258
  26 16.1863 117 1.1032
  27 17.1863 118 1.32671
  28 18.1863 119 1.22005
  29 19.1863 128 1.00795
  30 20.1863 95 0.988774
17850000 30 3640
  1 -8.81367 88 0.902898
  2 -7.81367 146 1.35068
  3 -6.81367 111 1.08672
  4 -5.81367 132 1.29298
  5 -4.81367 117 1.12051
  6 -3.81367 137 1.39049
  7 -2.81367 130 1.37675
  8 -1.81367 116 1.07175
  9 -0.813671 114 1.08059
  10 0.186329 103 1.06047
  11 1.18633 125 1.19696
  12 2.18633 118 1.15051
  13 3.18633 140 1.31942
  14 4.18633 124 1.29426
  15 5.18633 131 1.19935
  16 6.18633 122 1.20678
  17 7.18633 113 1.06299
  18 8.18633 119 1.02439
  19 9.18633 140 1.52678
  20 10.1863 133 1.32684
  21 11.1863 124 1.24176
  22 12.1863 111 1.05302
  23 13.1863 119 1.24548
  24 14.1863 123 1.16069
  25 15.1863 122 1.24179
  26 16.1863 112 1.21167
  27 17.1863 119 1.21933
  28 18.1863 131 1.23683
  29 19.1863 125 1.10808
  30 20.1863 95 0.967882
17860000 30 3640
  1 -8.81367 97 0.976223
  2 -7.81367 130 1.30578
  3 -6.81367 113 1.12156
  4 -5.81367 134 1.27195
  5 -4.81367 113 1.06392
  6 -3.81367 127 1.36337
  7 -2.81367 132 1.26314
  8 -1.81367 129 1.27692
  9 -0.813671 109 1.05777
  10 0.186329 105 0.998794
  11 1.18633 119 1.30084
  12 2.18633 122 1.11923
  13 3.18633 123 1.18178
  14 4.18633 129 1.27823
  15 5.18633 130 1.31077
  16 6.18633 133 1.15681
  17 7.18633 116 1.1191
  18 8.18633 124 1.10041
  19 9.18633 134 1.36965
  20 10.1863 124 1.32959
  21 11.1863 120 1.24436
  22 12.1863 124 1.16419
  23 13.1863 116 1.18173
  24 14.1863 134 1.36851
  25 15.1863 117 1.19297
  26 16.1863 115 1.16804
  27 17.1863 122 1.24938
  28 18.1863 119 1.19674
  29 19.1863 129 1.15427
  30 20.1863 101 0.917396
17870000 30 3640
  1 -8.81367 99 1.02827
  2 -7.81367 133 1.29402
  3 -6.81367 116 1.16303
  4 -5.81367 140 1.3016
  5 -4.81367 119 1.16929
  6 -3.81367 122 1.333
  7 -2.81367 128 1.24995
  8 -1.81367 133 1.29402
  9 -0.813671 112 1.06609
  10 0.186329 103 1.06736
  11 1.18633 118 1.14424
  12 2.18633 133 1.28403
  13 3.18633 127 1.20718
  14 4.18633 122 1.25498
  15 5.18633 119 1.13282
  16 6.18633 135 1.27899
  17 7.18633 113 1.10378
  18 8.18633 122 1.07751
  19 9.18633 140 1.44524
  20 10.1863 134 1.42629
  21 11.1863 118 1.26622
  22 12.1863 101 0.917361
  23 13.1863 126 1.25885
  24 14.1863 111 1.19587
  25 15.1863 132 1.2764
  26 16.1863 105 1.1289
  27 17.1863 128 1.31807
  28 18.1863 132 1.29656
  29 19.1863 120 1.12279
  30 20.1863 99 0.897166
17880000 30 3640
  1 -8.81367 116 1.13726
  2 -7.81367 132 1.33588
  3 -6.81367 115 1.12208
  4 -5.81367 124 1.15475
  5 -4.81367 132 1.25342
  6 -3.81367 129 1.37202
  7 -2.81367 129 1.34321
  8 -1.81367 122 1.12222
  9 -0.813671 117 1.08238
  10 0.186329 101 1.08969
  11 1.18633 129 1.24349
  12 2.18633 127 1.19225
  13 3.18633 122 1.13365
  14 4.18633 121 1.29817
  15 5.18633 138 1.30094
  16 6.18633 110 1.03099
  17 7.18633 122 1.1048
  18 8.18633 114 0.987404
  19 9.18633 137 1.51066
  20 10.1863 126 1.28708
  21 11.1863 124 1.26844
  22 12.1863 100 0.91094
  23 13.1863 124 1.24973
  24 14.1863 116 1.27954
  25 15.1863 128 1.22973
  26 16.1863 120 1.24968
  27 17.1863 112 1.11596
  28 18.1863 126 1.25464
  29 19.1863 111 0.949849
  30 20.1863 116 1.09218
17890000 30 3640
  1 -8.81367 98 0.994931
  2 -7.81367 147 1.47731
  3 -6.81367 107 1.0933
  4 -5.81367 130 1.19059
  5 -4.81367 117 1.11826
  6 -3.81367 126 1.34138
  7 -2.81367 125 1.18063
  8 -1.81367 120 1.18309
  9 -0.813671 132 1.2542
  10 0.186329 110 1.13703
  11 1.18633 116 1.17325
  12 2.18633 116 1.05232
  13 3.18633 128 1.2592
  14 4.18633 124 1.26039
  15 5.18633 133 1.27293
  16 6.18633 128 1.15699
  17 7.18633 126 1.03374
  18 8.18633 110 1.13827
  19 9.18633 149 1.60437
  20 10.1863 120 1.18934
  21 11.1863 115 1.16311
  22 12.1863 112 1.0697
  23 13.1863 123 1.19569
  24 14.1863 126 1.1595
  25 15.1863 125 1.35388
  26 16.1863 106 1.13191
  27 17.1863 120 1.20314
  28 18.1863 126 1.25168
  29 19.1863 114 0.971326
  30 20.1863 111 1.00738
17900000 30 3640
  1 -8.81367 109 1.02818
  2 -7.81367 134 1.37377
  3 -6.81367 131 1.34717
  4 -5.81367 127 1.23746
  5 -4.81367 121 1.12655
  6 -3.81367 127 1.36861
  7 -2.81367 125 1.19965
  8 -1.81367 130 1.28416
  9 -0.813671 126 1.25267
  10 0.186329 98 0.97146
  11 1.18633 112 1.15687
  12 2.18633 126 1.14049
  13 3.18633 128 1.33843
  14 4.18633 129 1.23753
  15 5.18633 129 1.2514
  16 6.18633 128 1.20984
  17 7.18633 118 1.05473
  18 8.18633 116 1.14296
  19 9.18633 149 1.58818
  20 10.1863 128 1.29176
  21 11.1863 109 1.11504
  22 12.1863 118 1.12657
  23 13.1863 114 1.12906
  24 14.1863 119 1.27667
  25 15.1863 122 1.25386
  26 16.1863 116 1.18074
  27 17.1863 122 1.28424
  28 18.1863 117 1.13534
  29 19.1863 112 1.0433
  30 20.1863 100 0.894491
17910000 30 3640
  1 -8.81367 133 1.1665
  2 -7.81367 138 1.4654
  3 -6.81367 121 1.26128
  4 -5.81367 127 1.24486
  5 -4.81367 119 1.18649
  6 -3.81367 138 1.38938
  7 -2.81367 106 1.09397
  8 -1.81367 150 1.42232
  9 -0.813671 87 0.820308
  10 0.186329 105 1.11441
  11 1.18633 106 1.14598
  12 2.18633 133 1.17533
  13 3.18633 123 1.26014
  14 4.18633 122 1.25368
  15 5.18633 132 1.29309
  16 6.18633 136 1.26392
  17 7.18633 113 1.10422
  18 8.18633 119 1.14858
  19 9.18633 143 1.41106
  20 10.1863 123 1.27902
  21 11.1863 116 1.24733
  22 12.1863 108 0.983765
  23 13.1863 122 1.27654
  24 14.1863 125 1.26405
  25 15.1863 120 1.22457
  26 16.1863 122 1.23464
  27 17.1863 125 1.38944
  28 18.1863 120 1.1701
  29 19.1863 110 1.02438
  30 20.1863 98 0.903866
17920000 30 3640
  1 -8.81367 127 1.35654
  2 -7.81367 150 1.37537
  3 -6.81367 110 1.14714
  4 -5.81367 121 1.14596
  5 -4.81367 117 1.07506
  6 -3.81367 137 1.43109
  7 -2.81367 128 1.2407
  8 -1.81367 119 1.12112
  9 -0.813671 112 1.12605
  10 0.186329 114 1.1462
  11 1.18633 122 1.15595
  12 2.18633 119 1.10877
  13 3.18633 127 1.33532
  14 4.18633 132 1.26313
  15 5.18633 130 1.27435
  16 6.18633 122 1.09502
  17 7.18633 112 1.0551
  18 8.18633 134 1.20219
  19 9.18633 131 1.34658
  20 10.1863 117 1.2331
  21 11.1863 109 1.13468
  22 12.1863 120 1.11628
  23 13.1863 113 1.10239
  24 14.1863 118 1.24691
  25 15.1863 123 1.18839
  26 16.1863 115 1.23808
  27 17.1863 139 1.38275
  28 18.1863 107 1.11853
  29 19.1863 110 0.984147
  30 20.1863 105 0.842179
17930000 30 3640
  1 -8.81367 117 1.16852
  2 -7.81367 140 1.34868
  3 -6.81367 108 1.11598
  4 -5.81367 133 1.27476
  5 -4.81367 123 1.18852
  6 -3.81367 126 1.25482
  7 -2.81367 134 1.37983
  8 -1.81367 121 1.24091
  9 -0.813671 123 1.14743
  10 0.186329 101 0.990938
  11 1.18633 106 1.03849
  12 2.18633 118 1.05106
  13 3.18633 133 1.33737
  14 4.18633 118 1.19972
  15 5.18633 134 1.36747
  16 6.18633 133 1.0986
  17 7.18633 109 1.14588
  18 8.18633 127 1.00989
  19 9.18633 142 1.64377
  20 10.1863 124 1.19227
  21 11.1863 109 1.19715
  22 12.1863 118 1.0685
  23 13.1863 112 1.071
  24 14.1863 130 1.40627
  25 15.1863 115 1.12216
  26 16.1863 125 1.24475
  27 17.1863 125 1.3111
  28 18.1863 116 1.17607
  29 19.1863 113 0.987222
  30 20.1863 107 0.964623
17940000 30 3640
  1 -8.81367 100 0.99683
  2 -7.81367 144 1.47074
  3 -6.81367 110 1.03169
  4 -5.81367 134 1.32223
  5 -4.81367 116 1.09903
  6 -3.81367 132 1.35091
  7 -2.81367 127 1.24751
  8 -1.81367 121 1.14018
  9 -0.813671 118 1.18142
  10 0.186329 107 1.06671
  11 1.18633 107 1.05921
  12 2.18633 127 1.16774
  13 3.18633 134 1.32356
  14 4.18633 133 1.25758
  15 5.18633 113 1.1427
  16 6.18633 137 1.30354
  17 7.18633 125 1.0842
  18 8.18633 119 1.16777
  19 9.18633 149 1.55928
  20 10.1863 119 1.17512
  21 11.1863 114 1.17004
  22 12.1863 115 1.10781
  23 13.1863 122 1.09916
  24 14.1863 131 1.42217
  25 15.1863 117 1.13019
  26 16.1863 133 1.3996
  27 17.1863 116 1.22252
  28 18.1863 115 1.14765
  29 19.1863 120 1.04802
  30 20.1863 85 0.746059
17950000 30 3640
  1 -8.81367 90 0.901683
  2 -7.81367 151 1.51936
  3 -6.81367 114 1.03762
  4 -5.81367 133 1.30796
  5 -4.81367 120 1.09938
  6 -3.81367 146 1.49695
  7 -2.81367 128 1.26234
  8 -1.81367 127 1.22279
  9 -0.813671 117 1.18708
  10 0.186329 107 0.926557
  11 1.18633 101 1.00311
  12 2.18633 136 1.2353
  13 3.18633 131 1.31905
  14 4.18633 123 1.28214
  15 5.18633 135 1.27356
  16 6.18633 120 1.06111
  17 7.18633 119 1.06606
  18 8.18633 123 1.18333
  19 9.18633 146 1.40699
  20 10.1863 115 1.2203
  21 11.1863 107 1.09305
  22 12.1863 130 1.26361
  23 13.1863 130 1.22917
  24 14.1863 134 1.39827
  25 15.1863 111 1.07088
  26 16.1863 126 1.18455
  27 17.1863 126 1.40809
  28 18.1863 118 1.11046
  29 19.1863 115 1.02283
  30 20.1863 61 0.49659
17960000 30 3640
  1 -8.81367 105 1.03272
  2 -7.81367 143 1.44315
  3 -6.81367 127 1.17489
  4 -5.81367 119 1.16731
  5 -4.81367 124 1.14024
  6 -3.81367 120 1.24517
  7 -2.81367 132 1.22194
  8 -1.81367 129 1.34905
  9 -0.813671 118 1.18354
  10 0.186329 103 0.968428
  11 1.18633 107 0.984489
  12 2.18633 130 1.2466
  13 3.18633 138 1.24915
  14 4.18633 112 1.21679
  15 5.18633 144 1.35177
  16 6.18633 115 1.05861
  17 7.18633 122 1.11677
  18 8.18633 117 1.03397
  19 9.18633 146 1.52237
  20 10.1863 115 1.24268
  21 11.1863 123 1.24777
  22 12.1863 120 1.02777
  23 13.1863 126 1.26756
  24 14.1863 128 1.34189
  25 15.1863 118 1.11179
  26 16.1863 127 1.31564
  27 17.1863 115 1.25031
  28 18.1863 116 1.13648
  29 19.1863 121 0.928986
  30 20.1863 80 0.754348
17970000 30 3640
  1 -8.81367 101 0.876483
  2 -7.81367 149 1.49792
  3 -6.81367 114 1.05039
  4 -5.81367 130 1.30742
  5 -4.81367 108 1.01556
  6 -3.81367 141 1.41441
  7 -2.81367 127 1.35477
  8 -1.81367 135 1.22309
  9 -0.813671 118 1.17716
  10 0.186329 100 0.939825
  11 1.18633 106 1.08646
  12 2.18633 133 1.23063
  13 3.18633 125 1.22932
  14 4.18633 127 1.26905
  15 5.18633 123 1.15114
  16 6.18633 121 1.14973
  17 7.18633 128 1.13493
  18 8.18633 124 1.2157
  19 9.18633 148 1.44197
  20 10.1863 120 1.22549
  21 11.1863 118 1.2118
  22 12.1863 122 1.135
  23 13.1863 116 1.26152
  24 14.1863 134 1.35868
  25 15.1863 119 1.14971
  26 16.1863 111 1.06644
  27 17.1863 132 1.47169
  28 18.1863 110 1.064
  29 19.1863 109 0.931094
  30 20.1863 91 0.871256
17980000 30 3640
  1 -8.81367 107 1.15322
  2 -7.81367 136 1.20321
  3 -6.81367 122 1.26155
  4 -5.81367 131 1.29768
  5 -4.81367 123 1.12459
  6 -3.81367 128 1.31648
  7 -2.81367 128 1.26779
  8 -1.81367 120 1.13324
  9 -0.813671 120 1.28411
  10 0.186329 113 0.975082
  11 1.18633 106 1.1196
  12 2.18633 127 1.11463
  13 3.18633 122 1.28414
  14 4.18633 138 1.31023
  15 5.18633 125 1.24555
  16 6.18633 129 1.13581
  17 7.18633 122 1.14826
  18 8.18633 118 1.12582
  19 9.18633 144 1.44866
  20 10.1863 122 1.21433
  21 11.1863 118 1.24779
  22 12.1863 109 1.03356
  23 13.1863 125 1.21681
  24 14.1863 128 1.34647
  25 15.1863 123 1.18442
  26 16.1863 121 1.27901
  27 17.1863 117 1.20677
  28 18.1863 118 1.17566
  29 19.1863 110 0.996189
  30 20.1863 90 0.768046
17990000 30 3640
  1 -8.81367 88 0.827067
  2 -7.81367 148 1.44825
  3 -6.81367 110 1.06633
  4 -5.81367 130 1.28934
  5 -4.81367 117 1.09239
  6 -3.81367 135 1.33032
  7 -2.81367 130 1.29688
  8 -1.81367 117 1.10099
  9 -0.813671 128 1.29571
  10 0.186329 101 0.973386
  11 1.18633 112 1.05278
  12 2.18633 118 1.21638
  13 3.18633 140 1.32912
  14 4.18633 120 1.18293
  15 5.18633 132 1.23253
  16 6.18633 134 1.2411
  17 7.18633 122 1.1482
  18 8.18633 120 1.07013
  19 9.18633 136 1.38746
  20 10.1863 131 1.32414
  21 11.1863 111 1.17526
  22 12.1863 122 1.12965
  23 13.1863 120 1.23616
  24 14.1863 137 1.36644
  25 15.1863 122 1.19896
  26 16.1863 116 1.15549
  27 17.1863 130 1.34526
  28 18.1863 116 1.11598
  29 19.1863 120 1.10602
  30 20.1863 77 0.689367
18000000 30 3640
  1 -8.81367 74 0.734377
  2 -7.81367 145 1.28517
  3 -6.81367 127 1.27897
  4 -5.81367 129 1.23969
  5 -4.81367 130 1.27034
  6 -3.81367 129 1.24582
  7 -2.81367 133 1.312
  8 -1.81367 122 1.13329
  9 -0.813671 121 1.11135
  10 0.186329 113 1.13711
  11 1.18633 99 0.94856
  12 2.18633 131 1.20686
  13 3.18633 132 1.22519
  14 4.18633 126 1.30085
  15 5.18633 133 1.29003
  16 6.18633 116 1.05133
  17 7.18633 125 1.12236
  18 8.18633 115 1.00249
  19 9.18633 156 1.64118
  20 10.1863 109 1.04641
  21 11.1863 125 1.29845
  22 12.1863 121 1.10151
  23 13.1863 118 1.15545
  24 14.1863 125 1.29611
  25 15.1863 129 1.2275
  26 16.1863 133 1.28754
  27 17.1863 122 1.26672
  28 18.1863 115 1.11862
  29 19.1863 116 1.00367
  30 20.1863 71 0.627853
18010000 30 3640
  1 -8.81367 84 0.816643
  2 -7.81367 147 1.47064
  3 -6.81367 117 1.11068
  4 -5.81367 141 1.38113
  5 -4.81367 107 1.01388
  6 -3.81367 125 1.26328
  7 -2.81367 139 1.37749
  8 -1.81367 130 1.2645
  9 -0.813671 120 1.15672
  10 0.186329 99 0.964352
  11 1.18633 118 1.174
  12 2.18633 129 1.11831
  13 3.18633 125 1.28444
  14 4.18633 132 1.33899
  15 5.18633 129 1.22747
  16 6.18633 119 1.05862
  17 7.18633 110 0.973051
  18 8.18633 126 1.272
  19 9.18633 149 1.48678
  20 10.1863 116 1.19126
  21 11.1863 131 1.28319
  22 12.1863 108 1.0561
  23 13.1863 119 1.22486
  24 14.1863 132 1.38623
  25 15.1863 121 1.0884
  26 16.1863 128 1.24717
  27 17.1863 121 1.3291
  28 18.1863 110 1.06852
  29 19.1863 127 1.06743
  30 20.1863 81 0.760709
18020000 30 3640
  1 -8.81367 101 0.988865
  2 -7.81367 156 1.43429
  3 -6.81367 114 1.21567
  4 -5.81367 134 1.28438
  5 -4.81367 111 1.10107
  6 -3.81367 132 1.31553
  7 -2.81367 123 1.28184
  8 -1.81367 133 1.17349
  9 -0.813671 111 1.13235
  10 0.186329 113 1.10373
  11 1.18633 105 1.04379
  12 2.18633 128 1.15861
  13 3.18633 130 1.3304
  14 4.18633 134 1.388
  15 5.18633 122 1.0115
  16 6.18633 124 1.27307
  17 7.18633 124 1.03645
  18 8.18633 130 1.34793
  19 9.18633 129 1.26702
  20 10.1863 122 1.3205
  21 11.1863 116 1.12354
  22 12.1863 113 1.10488
  23 13.1863 131 1.25702
  24 14.1863 130 1.40165
  25 15.1863 112 1.04756
  26 16.1863 103 1.04117
  27 17.1863 134 1.44893
  28 18.1863 120 1.16356
  29 19.1863 104 0.952756
  30 20.1863 101 0.877978
18030000 30 3640
  1 -8.81367 80 0.85862
  2 -7.81367 152 1.35663
  3 -6.81367 122 1.22889
  4 -5.81367 136 1.34654
  5 -4.81367 110 1.04931
  6 -3.81367 130 1.2549
  7 -2.81367 139 1.47534
  8 -1.81367 121 1.13229
  9 -0.813671 122 1.21912
  10 0.186329 109 0.932979
  11 1.18633 104 1.06921
  12 2.18633 125 1.13609
  13 3.18633 139 1.43207
