# Time-averaged data for fix data_output
# TimeStep c_thermo_temp c_thermo_press v_density
147000 470.253 -1436.24 1.13453
148000 476.71 -775.916 1.15354
149000 477.039 -25.5361 1.14547
150000 474.355 795.85 1.13631
151000 472.135 -1275.42 1.14219
152000 463.81 166.434 1.13786
153000 463.865 2082.92 1.1464
154000 475.894 1179.66 1.13887
155000 471.831 1722.5 1.14809
156000 465.629 -2809.52 1.12904
157000 466.884 1468.83 1.13732
158000 465.656 -328.344 1.13997
159000 466.115 397.767 1.13311
160000 461.621 -2315.15 1.1258
161000 474.415 3078.97 1.12908
162000 482.643 -530.259 1.15027
163000 459.852 -391.374 1.14666
164000 463.8 2163.64 1.12999
165000 469.4 1305.04 1.15036
166000 477.573 -2221.42 1.14599
167000 467.135 -185.264 1.14908
168000 473.456 -628.863 1.15416
169000 472.819 -856.87 1.14023
170000 475.568 304.213 1.14084
171000 460.855 573.377 1.14225
172000 473.034 -3647.46 1.15378
173000 464.338 972.958 1.15865
174000 469.199 292.445 1.14103
175000 471.112 436.474 1.16364
176000 458.88 -920.473 1.15597
177000 480.709 98.666 1.15522
178000 479.57 1473.2 1.16459
179000 474.168 720.005 1.14442
180000 470.083 1345.1 1.15521
181000 474.912 427.431 1.15773
182000 466.671 -836.86 1.16026
183000 460.009 785.328 1.16587
184000 474.662 -1889 1.15459
185000 466.548 72.1789 1.15377
186000 469.292 -609.297 1.15641
187000 470.585 -501.178 1.1441
188000 448.971 2089.09 1.15616
189000 464.225 -2562.88 1.14613
190000 470.708 -637.427 1.14537
191000 465.233 1926.64 1.14696
192000 464.389 -1734.79 1.14672
193000 475.297 2282.21 1.14716
194000 468.326 188.707 1.13914
195000 463.679 -360.558 1.15304
196000 467.004 176.335 1.14984
197000 464.344 158.605 1.14854
198000 462.381 -543.555 1.15474
199000 457.201 1374.79 1.14214
