# Time-averaged data for fix data_output
# TimeStep c_thermo_temp c_thermo_press v_density v_vol
634000 312.554 -257.747 1.19857 39629.9
635000 311.679 510.245 1.20746 39338.1
636000 305.683 691.895 1.19546 39733.2
637000 309.529 155.387 1.20754 39335.5
638000 319.699 1258.16 1.20079 39556.7
639000 314.243 -937.135 1.19502 39747.7
640000 311.187 1101.16 1.20162 39529.5
641000 311.401 2657.77 1.19062 39894.5
642000 311.571 1525.6 1.20843 39306.7
643000 313.04 737.62 1.19975 39590.9
644000 315.096 176.559 1.19634 39704
645000 312.087 -1367.19 1.20101 39549.4
646000 314.951 335.887 1.19702 39681.3
647000 315.729 25.3642 1.2082 39314.2
648000 319.524 558.862 1.20662 39365.6
649000 311.429 -1526.72 1.19801 39648.6
650000 312.002 432.147 1.20052 39565.8
651000 308.227 -589.375 1.20836 39308.9
652000 316.425 -227.401 1.20456 39433
653000 313.129 -2364.83 1.19634 39704
654000 314.358 -1594.35 1.20762 39333.2
655000 311.496 601.575 1.20289 39487.7
656000 307.377 2271.56 1.1985 39632.2
657000 311.237 -254.257 1.20119 39543.5
658000 312.126 1110.42 1.21193 39193.2
659000 313.914 92.6841 1.20362 39463.7
660000 311.974 -397.107 1.20416 39446
661000 309.274 -150.216 1.19527 39739.6
662000 317.374 54.9733 1.19641 39701.5
663000 316.136 1647.46 1.19761 39661.8
664000 314.869 982.372 1.19149 39865.6
665000 310.478 -296.639 1.20095 39551.6
666000 307.554 337.941 1.20301 39483.7
667000 307.164 -643.122 1.18991 39918.5
668000 309.32 -164.854 1.19869 39626.2
669000 315.717 471.277 1.20078 39557.1
670000 310.205 -941.405 1.18721 40009.3
671000 310.423 1354 1.19802 39648.1
672000 315.215 661.374 1.18565 40062
673000 306.858 -196.412 1.21191 39193.9
674000 311.847 -638.983 1.1947 39758.5
675000 318.546 -1433.71 1.19534 39737.2
676000 315.489 -1238.26 1.19191 39851.4
677000 305.884 2556.34 1.19107 39879.7
678000 307.825 -1096.12 1.20176 39524.7
679000 310.841 162.035 1.18759 39996.5
680000 312.076 -246.966 1.20898 39288.9
681000 309.317 75.5133 1.20482 39424.4
682000 311.175 54.3575 1.19447 39765.9
683000 309.322 765.089 1.19331 39804.7
684000 315.95 761.356 1.20667 39364.1
685000 315.049 -1311.47 1.18742 40002.1
686000 313.008 335.439 1.20805 39318.9
687000 315.36 1045.81 1.19182 39854.4
688000 306.963 -1578.53 1.19393 39784.1
689000 309.823 -755.582 1.2017 39526.8
690000 310.175 -1220.07 1.19588 39719.2
691000 313.351 -1105.55 1.20707 39350.9
692000 311.841 -158.493 1.19683 39687.6
693000 304.435 898.291 1.20277 39491.5
694000 302.929 -1381.53 1.19618 39709.2
695000 313.334 1458.65 1.19607 39712.9
696000 314.045 986.842 1.19926 39607.2
697000 310.859 -356.517 1.19735 39670.5
698000 319.69 -488.544 1.19646 39700
699000 312.72 -1711.94 1.19248 39832.3
700000 314.837 346.109 1.19511 39744.7
701000 311.904 -1047.74 1.19563 39727.6
702000 310.888 933.117 1.1995 39599.2
703000 310.383 314.875 1.19168 39859.1
704000 319.421 -1688.61 1.20186 39521.7
705000 310.059 278.731 1.19759 39662.3
706000 316.648 -1389.05 1.19424 39773.7
707000 311.351 280.94 1.20284 39489.4
708000 304.156 -620.571 1.1972 39675.3
709000 305.745 2590 1.20217 39511.3
710000 313.44 -428.071 1.19765 39660.6
711000 318.651 -1840.77 1.19953 39598.3
712000 304.851 -689.249 1.19228 39839.2
713000 304.424 -758.166 1.19678 39689.2
714000 318.696 -492.13 1.19929 39606.3
715000 313.303 -470.367 1.20513 39414.2
716000 311.394 1164.6 1.19515 39743.5
717000 313.644 1300.39 1.20557 39400
718000 312.324 386.519 1.20944 39273.8
719000 319.9 -1782.65 1.19532 39737.7
720000 318.846 62.2187 1.19807 39646.7
721000 309.944 1018.56 1.21154 39205.7
722000 306.742 1853.17 1.19722 39674.7
723000 305.148 -2966.88 1.20332 39473.6
724000 311.76 474.034 1.20554 39400.8
725000 314.998 -1.75283 1.20231 39506.6
726000 313.341 -3352.3 1.20193 39519.1
727000 311.357 2249.4 1.2024 39503.8
728000 316.774 -968.766 1.1983 39639
729000 323.967 386.509 1.196 39715.3
730000 305.229 -442.89 1.20028 39573.4
731000 311.661 388.559 1.19128 39872.4
732000 314.898 452.089 1.19145 39866.7
733000 311.607 -637.306 1.19406 39779.7
734000 313.376 640.04 1.2099 39258.8
735000 314.719 492.553 1.20462 39431.1
736000 311.529 -545.475 1.1991 39612.6
737000 313.499 -1071.43 1.20318 39478
738000 317.038 -1101.48 1.19093 39884.2
739000 317.805 1085.69 1.19562 39727.9
740000 318.828 -245.885 1.19769 39659.1
741000 312.694 -2091.93 1.20707 39351
742000 314.317 3142.4 1.1912 39875.1
743000 310.815 -1162.96 1.19767 39659.9
744000 310.191 473.239 1.19617 39709.5
745000 310.6 -741.482 1.18817 39976.7
746000 317.213 1129.81 1.21204 39189.5
747000 313.314 312.725 1.19719 39675.8
748000 313.251 -1199.51 1.19721 39675
749000 311.33 444.932 1.20104 39548.5
750000 313.287 -43.2003 1.20291 39487.1
751000 320.293 -219.183 1.19996 39584.1
752000 320.85 -1519.9 1.18804 39981.4
753000 310.366 -128.277 1.2031 39480.9
754000 312.553 612.985 1.19443 39767.3
755000 308.901 1327.89 1.19142 39867.8
756000 311.279 -729.807 1.20337 39471.8
757000 308.571 -1433.94 1.19962 39595.3
758000 306.922 877.068 1.20148 39534
759000 316.146 255.074 1.18739 40003.2
760000 313.125 -611.444 1.19499 39748.7
761000 317.973 -909.903 1.20288 39488
762000 321.257 -1316.38 1.19378 39788.9
763000 320.949 -1362.17 1.20574 39394.5
764000 317.486 1897.82 1.19511 39744.8
765000 315.393 -800.513 1.19708 39679.4
766000 309.929 -416.218 1.19355 39796.6
767000 308.232 982.247 1.20868 39298.5
768000 312.395 736.339 1.19188 39852.6
769000 313.591 -1065.87 1.20801 39320.4
770000 315.156 -160.869 1.19306 39813
771000 305.602 -342.943 1.2063 39375.9
772000 319.591 -1113.84 1.19659 39695.7
773000 317.645 23.5605 1.20321 39477
774000 312.28 -963.996 1.2021 39513.6
775000 315.358 -647.315 1.20042 39569
776000 314.09 -220.012 1.20009 39579.9
777000 318.232 474.089 1.20459 39432
778000 311.978 18.3022 1.20694 39355.1
779000 314.056 -341.306 1.19802 39648.1
780000 313.588 -423.47 1.19149 39865.6
781000 314.596 -2090.8 1.20481 39424.6
782000 317.625 -2236.5 1.19395 39783.2
783000 316.663 583.171 1.20976 39263.5
784000 309.991 154.285 1.20104 39548.5
785000 311.007 468.289 1.19871 39625.4
786000 315.285 -168.37 1.20284 39489.4
787000 316.57 -1087.93 1.20151 39533.2
788000 307.245 903.795 1.20604 39384.6
789000 315.553 -809.62 1.2056 39398.9
790000 316.336 -1049.16 1.19752 39664.8
791000 315.309 343.978 1.2057 39395.6
792000 307.636 -1039.13 1.19734 39670.7
793000 316.177 882.529 1.20046 39567.5
794000 312.362 -84.9912 1.21041 39242.3
795000 308.951 -10.5815 1.19752 39664.9
796000 313.148 652.405 1.2083 39310.8
797000 313.028 971.734 1.2037 39461.1
798000 310.102 -1809.72 1.20187 39521.2
799000 313.258 865.841 1.18668 40027
800000 313.784 -998.171 1.19322 39807.8
801000 307.349 -94.6448 1.2041 39448.1
802000 315.993 2215.24 1.20125 39541.6
803000 314.905 1123.22 1.20182 39522.9
804000 311.826 83.8993 1.19792 39651.6
805000 317.289 -2002.12 1.19635 39703.4
806000 319.325 1212.32 1.20387 39455.7
807000 312.983 -1606.79 1.19053 39897.8
808000 316.218 646.549 1.19834 39637.7
809000 312.681 756.616 1.20177 39524.4
810000 302.766 -988.32 1.19526 39739.6
811000 316.664 402.347 1.19823 39641.2
812000 313.485 -824.938 1.19344 39800.5
813000 317.758 -2913.37 1.19322 39807.6
814000 315.492 1240.88 1.2104 39242.8
815000 317.834 -1772.84 1.18623 40042.1
816000 317.968 667.75 1.19513 39744.1
817000 307.318 -456.481 1.19562 39727.7
818000 309.473 -112.287 1.19985 39587.6
819000 310.649 -758.07 1.19251 39831.5
820000 314.327 1910.06 1.2019 39520.2
821000 313.383 669.944 1.1912 39875.2
822000 320.398 -134.815 1.19778 39656.3
823000 315.033 -1008.04 1.19935 39604.2
824000 317.031 140.729 1.1996 39595.9
825000 317.972 -524.925 1.19284 39820.3
826000 309.523 625.466 1.19806 39646.8
827000 304.809 -201.734 1.1832 40144.9
828000 311.13 709.861 1.20024 39574.9
829000 314.156 1290.71 1.19569 39725.6
830000 307.075 -1268.24 1.19993 39585
831000 312.953 -3004.62 1.19618 39709.2
832000 317.636 1015.69 1.19836 39637.1
833000 312.836 -912.744 1.20444 39436.9
834000 310.471 -1959.56 1.19621 39708.3
835000 307.993 -175.054 1.19864 39627.6
836000 313.039 805.726 1.19612 39711.1
837000 314.999 2465.67 1.20782 39326.6
838000 312.621 157.995 1.19937 39603.6
839000 310.217 -1944.88 1.19813 39644.6
840000 312.975 183.977 1.20191 39520
841000 319.095 2036.96 1.19812 39644.8
842000 306.846 864.828 1.19753 39664.4
843000 308.304 2607.94 1.20382 39457.1
844000 313.777 2091.31 1.19722 39674.9
845000 314.605 -1578.08 1.20377 39458.7
846000 323.526 -1407.04 1.19935 39604.3
847000 312.441 -160.359 1.1968 39688.8
848000 313.885 -1931.96 1.19352 39797.5
849000 312.828 907.684 1.19336 39803.1
850000 311.718 1143.64 1.2091 39284.7
851000 313.814 617.937 1.1989 39619
852000 311.874 -263.555 1.19612 39711.2
853000 319.198 1200.26 1.21007 39253.3
854000 313.388 -1703.48 1.19506 39746.5
855000 312.837 1028.04 1.20435 39439.8
856000 308.931 -1508.76 1.20498 39419
857000 308.017 -1531.23 1.2069 39356.6
858000 309.161 -707.683 1.19148 39865.9
859000 312.143 542.155 1.20727 39344.4
860000 314.423 -1166 1.19553 39730.9
861000 311.434 1801.05 1.19532 39737.7
862000 309.007 2354.12 1.19906 39613.7
863000 320.946 -157.963 1.20319 39477.9
864000 316.663 -762.211 1.2048 39425
865000 313.373 -370.957 1.19963 39595.1
866000 310.971 918.527 1.20821 39313.9
867000 310.535 -1765.65 1.20295 39485.9
868000 310.891 713.05 1.19174 39857.3
869000 313.788 811.397 1.19376 39789.7
870000 317.388 1211 1.20868 39298.6
871000 317.437 743.561 1.19172 39857.7
872000 312.423 562.76 1.20197 39518
873000 311.069 1706.15 1.19958 39596.8
874000 308.049 230.711 1.19869 39626.2
875000 312.57 -1595.49 1.19922 39608.5
876000 309.209 3014.08 1.20782 39326.6
877000 320.418 1357.03 1.19047 39899.7
878000 315.521 -1784.36 1.19467 39759.5
879000 317.576 576.488 1.19583 39720.9
880000 311.07 209.844 1.20832 39310.2
881000 309.015 -248.401 1.19242 39834.5
882000 314.501 755.415 1.19549 39732.1
883000 324.263 -409.812 1.19886 39620.3
884000 317.006 -194.474 1.19384 39787
885000 319.055 -1214.17 1.2003 39572.8
886000 309.634 1020.19 1.19632 39704.6
887000 311.629 -1443.31 1.20103 39548.7
888000 307.03 914.393 1.19687 39686.3
889000 306.785 1664.67 1.1991 39612.5
890000 310.26 -482.395 1.19615 39710.3
891000 307.317 859.244 1.20633 39375.1
892000 306.996 -1166.75 1.19229 39838.6
893000 314.155 2057.96 1.20548 39402.8
894000 313.586 240.058 1.20345 39469.2
895000 304.536 -1457.11 1.18945 39934
896000 322.77 16.4836 1.20247 39501.5
897000 320.249 -1651.59 1.19252 39831.2
898000 313.659 -102.114 1.19344 39800.3
899000 309.245 -798.317 1.19687 39686.2
900000 311.798 768.767 1.19738 39669.5
901000 316.163 869.309 1.20559 39399.3
902000 319.704 -799.477 1.18935 39937.3
903000 310.053 256.712 1.19392 39784.3
904000 307.67 -2048.58 1.19766 39660.1
905000 316.233 656.163 1.19645 39700.1
906000 315.662 -1519.67 1.19048 39899.3
907000 316.805 -2419.87 1.19059 39895.6
908000 319.541 1555.72 1.20133 39538.9
909000 319.158 255.246 1.19657 39696.1
910000 310.338 -70.3742 1.20133 39538.9
911000 313.172 2159.32 1.19358 39795.8
912000 312.76 -825.134 1.19858 39629.6
913000 307.732 -2421.89 1.19512 39744.3
914000 306.88 -1344.4 1.20079 39556.6
915000 313.013 -188.484 1.19418 39775.6
916000 312.234 565.686 1.19325 39806.6
917000 315.67 900.505 1.20061 39562.7
918000 318.962 -490.042 1.18944 39934.1
919000 307.245 -1677.49 1.20071 39559.5
920000 315.07 -1022.53 1.19678 39689.3
921000 314.11 812.902 1.20008 39580
922000 312.493 39.3373 1.20094 39551.6
923000 315.673 -130.092 1.19857 39629.9
924000 317.3 1081.58 1.18363 40130.2
925000 312.211 510.268 1.19285 39820
926000 308.524 -1266.96 1.19935 39604.1
927000 313.018 100.452 1.19606 39713.1
928000 312.829 657.696 1.20068 39560.2
929000 317.88 -23.6999 1.19007 39913.2
930000 312.454 513.963 1.20456 39432.8
931000 303.1 2202.22 1.18957 39929.7
932000 309.442 239.266 1.19095 39883.5
933000 309.253 -1371.97 1.1877 39992.6
934000 308.344 -264.273 1.20303 39483.2
935000 314.989 -236.765 1.21347 39143.3
936000 311.224 -960.165 1.19913 39611.6
937000 316.499 3407.14 1.20059 39563.3
938000 313.802 693.736 1.20268 39494.6
939000 317.383 740.031 1.19924 39607.7
940000 308.888 886.499 1.20772 39329.6
941000 307.727 -372.828 1.19958 39596.7
942000 317.953 1517.74 1.19551 39731.5
943000 313.167 48.1123 1.19406 39779.7
944000 314.524 -970.972 1.20107 39547.4
945000 314.167 1526.48 1.19769 39659.2
946000 312.062 2092.17 1.19771 39658.4
947000 302.95 -246.312 1.20869 39298.3
948000 308.306 61.595 1.19279 39822.2
949000 311.291 2126.29 1.20188 39520.7
950000 311.049 1176.8 1.20096 39551.3
951000 317.58 1042.03 1.20473 39427.3
952000 310.282 -1834.75 1.19203 39847.3
953000 313.157 -1233.15 1.20268 39494.6
954000 315.003 1402.69 1.19428 39772.4
955000 318.066 -808.194 1.18971 39925.3
956000 315.432 224.98 1.19971 39592.5
957000 309.51 -1657.99 1.1995 39599.3
958000 305.996 -611.995 1.1901 39912
959000 313.32 -125.257 1.19967 39593.7
960000 301.959 -1225.87 1.19069 39892.2
961000 307.252 1569.08 1.1998 39589.4
962000 313.762 -1008.7 1.19414 39776.9
963000 306.247 -799.071 1.18939 39935.8
964000 312.118 1675.59 1.18808 39979.8
965000 314.671 -1026.07 1.20283 39489.8
966000 314.522 -693.593 1.20062 39562.3
967000 318.881 -252.26 1.19988 39586.8
968000 317.544 1138.62 1.18464 40095.9
969000 309.943 -419.048 1.19326 39806.3
970000 319.38 972.891 1.20771 39330.1
971000 312.074 1259.65 1.19441 39767.9
972000 307.676 -1786.61 1.18634 40038.4
973000 309.612 1140.64 1.20698 39353.7
974000 315.643 1909.13 1.19757 39663.1
975000 311.735 -2187.09 1.18732 40005.7
976000 314.122 2087.56 1.21134 39212.2
977000 313.629 -1650.96 1.185 40083.7
978000 307.785 402.586 1.20351 39467.2
979000 309.318 -1184.51 1.19164 39860.3
980000 322.744 1648.78 1.19328 39805.6
981000 308.806 11.8699 1.20478 39425.8
982000 310.802 -2033.21 1.19613 39710.9
983000 305.856 494.413 1.19824 39640.8
984000 314.978 -1209.96 1.20487 39422.8
985000 309.306 1588.52 1.18636 40037.8
986000 310.358 234.402 1.19953 39598.2
987000 311.235 -1062.15 1.19908 39613.3
988000 313.913 -1132.03 1.20739 39340.4
989000 311.792 -500.414 1.19593 39717.5
990000 307.284 1991.66 1.20738 39341
991000 319.872 -1327.55 1.19586 39719.8
992000 309.48 1799.3 1.20501 39418.1
993000 313.872 1134.86 1.19825 39640.7
994000 308.682 559.967 1.20114 39545.3
995000 308.918 -70.9317 1.19703 39681
996000 318.686 -717.42 1.18736 40004.2
997000 313.528 -1018.45 1.20093 39552.1
998000 313.061 383.602 1.20159 39530.4
999000 307.276 -256.083 1.20131 39539.5
1000000 309.879 -1490.98 1.20114 39545.3
